meanBER_cc,meanPER_cc,SNRpercomm_cc,meanAWGN_POWER_cc,meanUP_LOSS_cc,meanDOWN_LOSS_cc,meanTEMPERATURE_cc,meanWV_DENSITY_cc,meanUP_THERMAL_POWER_cc,meanDW_THERMAL_POWER_cc
0,0,15.306,1.6254e+05,42.91,41.096,291.63,0.010462,3.4554e-11,3.4445e-11
0,0,23.979,28313,41.908,42.729,290.62,0.0069362,3.2944e-11,2.7923e-11
0,0,19.876,38153,41.798,44.315,286.85,0.0053767,3.8172e-11,2.8504e-11
0,0,15.255,2.3561e+05,42.876,41.326,291.53,0.0063384,3.169e-11,2.9215e-11
0,0,7.4731,1.0322e+06,43.064,40.637,292.56,0.0032227,3.125e-11,2.866e-11
0,0,19.28,60452,42.29,41.796,291.64,0.0083188,2.9765e-11,3.1741e-11
0,0,6.5971,2.6482e+06,39.828,40.736,300.03,0.012294,3.5029e-11,2.886e-11
0,0,12.226,1.7739e+05,45.274,41.161,286.25,0.0056071,3.2011e-11,3.5851e-11
0,0,16.313,2.0934e+05,41.911,41.206,293.93,0.0082272,2.9094e-11,2.7141e-11
0,0,12.68,1.4312e+05,42.463,45.487,282.62,0.0041212,3.5184e-11,2.9276e-11
0,0,10.303,5.72e+05,43.48,40.792,291.2,0.0087953,3.1778e-11,3.1737e-11
0,0,15.593,1.2892e+05,43.425,41.289,289.93,0.0049739,3.5765e-11,3.2648e-11
0,0,24.978,22742,43.433,40.816,291.32,0.0049903,3.1581e-11,3.0664e-11
0,0,14.358,1.4799e+05,41.353,44.083,288.4,0.0061177,3.0579e-11,2.9486e-11
0,0,9.2482,4.5245e+05,42.019,43.183,289.24,0.0098258,3.2482e-11,2.6923e-11
0,0,14.653,1.3069e+05,44.229,41.062,289.44,0.0085736,3.5041e-11,3.0328e-11
0,0,20.772,66942,42.124,40.764,294.57,0.010696,3.6927e-11,3.2528e-11
0,0,19.303,67497,41.944,42,291.89,0.010716,3.1805e-11,3.1347e-11
0,0,8.7056,5.8445e+05,42.879,41.802,289.99,0.0077529,3.7072e-11,2.5122e-11
0,0,9.0275,1.4686e+06,39.72,42.034,297.39,0.0069339,2.8979e-11,3.1349e-11
0,0,21.334,21600,44.148,42.517,285.86,0.0076386,2.7976e-11,3.0754e-11
0,0,23.354,37666,40.377,42.439,294.7,0.0092107,2.9549e-11,3.0357e-11
0,0,6.993,5.6325e+05,44.073,42.772,285.34,0.0070472,2.8476e-11,3.3594e-11
0,0,24.445,11792,44.348,41.741,287.32,0.0052198,3.0988e-11,3.1415e-11
0,0,9.7641,7.0835e+05,41.553,41.71,293.81,0.0072887,3.5226e-11,3.0013e-11
0,0,14.232,3.3483e+05,42.93,41.818,290.29,0.009091,3.774e-11,3.6174e-11
0,0,8.1731,4.0515e+05,42.11,45.012,284.55,0.0025775,3.4656e-11,2.9698e-11
0,0,13.628,82597,43.651,45.128,280.85,0.0064284,3.6055e-11,2.9863e-11
0,0,19.557,65511,42.449,40.937,293.07,0.0090126,3.5827e-11,2.8566e-11
0,0,9.3663,9.5379e+05,41.893,42.305,291.52,0.0092512,2.9781e-11,2.5901e-11
0,0,21,33324,44.169,41.349,288.29,0.0065009,3.5382e-11,2.9534e-11
0,0,5.3958,3.9191e+06,40.65,39.467,301.19,0.013311,3.1052e-11,3.1173e-11
0,0,10.314,2.7542e+05,45.355,40.986,286.28,0.0065474,3.1903e-11,2.8175e-11
0,0,15.974,74501,45.44,40.9,286.4,0.0049737,3.315e-11,2.9213e-11
0,0,16.931,1.2705e+05,43.868,40.273,291.57,0.006972,3.2801e-11,2.7764e-11
0,0,11.698,2.2081e+05,44.945,41.221,286.81,0.0040612,3.0444e-11,2.9208e-11
0,0,16.96,20011,45.862,45.234,275.39,0.0029857,3.3841e-11,3.0323e-11
0,0,12.071,3.4485e+05,42.668,41.57,291.39,0.011474,3.223e-11,3.0084e-11
0,0,13.184,3.0942e+05,42.224,40.686,294.25,0.0061933,3.8582e-11,2.9678e-11
0,0,8.3533,1.0483e+06,42.066,40.588,294.86,0.010941,3.2057e-11,3.2571e-11
0,0,20.944,29727,42.429,43.215,287.89,0.0065194,3.2298e-11,3.2373e-11
0,0,14.595,3.1201e+05,42.616,39.738,295.79,0.0079265,3.0102e-11,3.0868e-11
0,0,23.966,29005,42.277,40.522,294.8,0.010159,3.131e-11,2.8924e-11
0,0,22.616,49774,41.645,41.258,294.64,0.0082233,3.2538e-11,2.9947e-11
0,0,17.729,99504,40.237,43.168,293.22,0.0066907,3.0595e-11,2.5365e-11
0,0,8.8684,1.7702e+06,41.271,38.855,301.25,0.010717,3.6368e-11,2.5621e-11
0,0,20.445,75486,42.158,40.224,295.74,0.011543,2.9507e-11,3.5618e-11
0,0,7.707,4.0686e+05,43.099,44.675,282.96,0.0042143,3.1533e-11,3.0047e-11
0,0,9.3857,9.3898e+05,40.429,41.991,295.48,0.010536,2.9458e-11,2.9838e-11
0,0,14.471,1.0061e+05,43.878,42.622,285.82,0.005781,3.384e-11,2.7911e-11
0,0,24.116,43161,39.514,41.115,299.85,0.012373,3.2222e-11,2.6956e-11
0,0,6.9251,1.2982e+06,43.779,39.993,292.38,0.0055801,3.748e-11,2.977e-11
0,0,10.069,6.4099e+05,41.578,42.01,292.97,0.01209,2.8712e-11,3.3285e-11
0,0,14.14,3.0416e+05,41.186,43.495,290.59,0.010252,3.3173e-11,3.3323e-11
0,0,15.302,3.2489e+05,40.618,40.631,298.35,0.0092269,3.1545e-11,2.8762e-11
0,0,20.186,26357,45.763,40.944,285.52,0.0060571,3.5872e-11,3.1201e-11
0,0,23.982,22008,42.837,41.515,290.76,0.0061696,3.5655e-11,3.1739e-11
0,0,14.333,2.252e+05,41.687,42.66,291.03,0.0082682,3.8119e-11,3.3403e-11
0,0,8.4258,4.1108e+05,42.646,44.182,285.04,0.0073486,3.7335e-11,3.0376e-11
0,0,12.461,9.397e+05,39.817,39.304,303.72,0.014523,3.5316e-11,3.1712e-11
0,0,22.63,19294,42.792,43.158,287.13,0.0044542,3.1926e-11,2.8796e-11
0,0,17.621,1.1926e+05,42.779,41.366,291.34,0.0052751,3.3225e-11,3.2904e-11
0,0,19.138,74589,43.466,41.222,290.13,0.0060926,2.9807e-11,3.2681e-11
0,0,13.288,1.695e+05,43.257,42.648,287.29,0.0071618,3.6549e-11,2.6673e-11
0,0,9.132,8.2051e+05,39.424,43.437,294.5,0.0055071,3.192e-11,2.5906e-11
0,0,16.716,1.0391e+05,43.924,41.208,289.16,0.010049,3.5752e-11,2.8525e-11
0,0,24.287,20865,40.662,43.026,292.36,0.0071849,3.0861e-11,3.0216e-11
0,0,14.859,2.2904e+05,43.592,41.53,289.32,0.0091461,3.3156e-11,3.1814e-11
0,0,11.381,2.2721e+05,42.308,43.787,286.95,0.007903,3.0924e-11,2.7097e-11
0,0,19.726,1.1607e+05,41.955,39.568,297.84,0.011062,2.694e-11,3.2927e-11
0,0,22.901,49470,41.847,40.885,294.94,0.013384,3.3554e-11,3.3626e-11
0.010309,0.33333,5.1537,8.9515e+05,41.43,45.342,285.38,0.0050306,3.0783e-11,3.2958e-11
0,0,24.589,29831,41.826,41.998,292.31,0.010692,3.3562e-11,3.6941e-11
0,0,16.432,1.9342e+05,41.595,41.404,294.2,0.0095643,3.1128e-11,3.2938e-11
0,0,16.003,1.2301e+05,41.198,43.145,291.16,0.0061526,2.9622e-11,3.3531e-11
0,0,24.675,17728,41.814,42.323,291.54,0.0096092,3.804e-11,3.0345e-11
0,0,8.4652,8.0969e+05,41.628,42.877,290.7,0.0091742,3.4355e-11,2.6354e-11
0,0,14.105,2.4262e+05,43.196,41.774,289.61,0.0068484,3.1253e-11,3.9128e-11
0,0,20.912,46240,42.656,41.513,291.19,0.0050524,3.034e-11,3.048e-11
0,0,11.735,2.3226e+05,44.646,43.263,282.86,0.005558,3.1946e-11,2.6113e-11
0,0,17.973,82967,42.055,42.451,290.64,0.0089504,3.2561e-11,3.2149e-11
0,0,18.585,1.031e+05,43.153,40.77,292.22,0.010162,3.0775e-11,2.9207e-11
0,0,20.278,30665,42.159,44.144,286.32,0.0050697,3.1476e-11,2.9905e-11
0,0,22.021,16506,44.046,42.993,284.53,0.005683,3.2856e-11,3.0884e-11
0,0,17.219,2.2317e+05,40.108,41.555,297.65,0.014747,3.0919e-11,2.9778e-11
0,0,10.346,7.0948e+05,43.17,39.788,294.41,0.0075807,3.3558e-11,3.413e-11
0,0,23.725,35276,41.543,40.242,296.94,0.01101,3.2561e-11,3.3808e-11
0,0,8.3618,7.231e+05,43.015,41.973,289.51,0.0049416,3.5885e-11,3.0663e-11
0,0,22.085,19427,44.656,41.473,286.88,0.0070062,3.897e-11,3.3153e-11
0,0,16.079,92691,43.913,43.108,284.83,0.0069738,3.3869e-11,3.1255e-11
0,0,18.802,75738,42.273,42.09,290.9,0.0074107,3.4095e-11,3.0942e-11
0,0,23.769,23992,42.509,41.611,291.51,0.0076153,3.1727e-11,2.7006e-11
0,0,12.142,2.9314e+05,43.764,42.426,286.75,0.008882,3.4076e-11,2.5742e-11
0,0,10.273,5.6942e+05,43.281,42.23,288.4,0.010382,2.8859e-11,3.181e-11
0,0,18.645,1.4808e+05,41.639,40.363,296.77,0.01176,3.3278e-11,2.8741e-11
0.0012887,0.33333,7.0809,1.1359e+06,43.508,41.128,290.34,0.007529,3.0931e-11,3.2025e-11
0,0,23.277,9203.4,45.9,42.885,280.7,0.0039541,3.3642e-11,3.0999e-11
0,0,8.3362,1.775e+06,40.417,40.287,299.74,0.0085846,3.5883e-11,3.3844e-11
0,0,20.225,36914,45.482,39.835,288.98,0.0069216,2.8985e-11,3.2137e-11
0,0,12.013,3.1219e+05,40.62,43.857,290.67,0.006203,3.0788e-11,3.0568e-11
0,0,19.8,31767,43.227,43.61,285.01,0.0029751,3.2292e-11,2.8598e-11
0,0,15.395,1.896e+05,42.86,41.357,291.43,0.0063575,3.19e-11,3.1873e-11
0,0,11.928,2.463e+05,44.052,41.255,289.09,0.0084992,3.0517e-11,3.6714e-11
0,0,11.287,7.1855e+05,40.121,42.462,295.41,0.010455,3.404e-11,2.9103e-11
0,0,11.034,1.6621e+05,43.184,44.937,282.09,0.0044161,2.9844e-11,3.2192e-11
0,0,19.474,70853,42.154,42.916,289.41,0.0075074,3.3897e-11,2.7935e-11
0,0,20.812,30583,42.04,43.398,288.27,0.0047587,2.9914e-11,2.8419e-11
0,0,20.246,9526.6,45.851,45.374,275.12,0.0024736,3.3825e-11,2.7927e-11
0.016753,0.66667,5.2011,1.4878e+06,40.227,44.125,291.04,0.0098639,2.9243e-11,3.377e-11
0,0,20.545,24335,45.173,42.522,283.37,0.0048175,3.4523e-11,3.2176e-11
0,0,24.411,32615,41.917,39.799,297.22,0.012787,3.5738e-11,2.9099e-11
0,0,14.626,3.1801e+05,43.342,39.758,294.23,0.0098184,3.19e-11,3.0299e-11
0.0025773,0.33333,5.3401,7.1134e+05,44.997,43.352,281.75,0.005352,3.6151e-11,3.1424e-11
0,0,21.44,26143,41.313,44.919,286.76,0.0091981,2.9841e-11,3.087e-11
0,0,18.143,1.197e+05,44.079,38.992,294.35,0.0076837,3.8704e-11,3.4356e-11
0,0,23.888,36120,41.441,40.778,295.96,0.010651,3.3193e-11,2.895e-11
0.003866,0.33333,5.2671,1.3721e+06,43.784,40.752,290.47,0.0052602,2.9075e-11,2.6307e-11
0,0,23.04,18319,43.225,43.966,284.52,0.0088329,3.413e-11,3.1272e-11
0,0,19.276,78284,42.242,40.721,294.08,0.0087508,3.2331e-11,2.7143e-11
0,0,19.853,64040,41.283,41.932,293.64,0.0075755,3.5995e-11,2.7059e-11
0,0,18.095,95738,41.575,41.913,293.01,0.0088314,3.3605e-11,2.9559e-11
0,0,20.712,75424,42.449,39.749,296.35,0.011098,3.0394e-11,3.5596e-11
0,0,20.91,58888,42.688,41.024,292.51,0.01021,3.1594e-11,3.6562e-11
0,0,6.8968,1.7986e+06,42.243,41.639,292.07,0.0047528,3.0341e-11,2.9764e-11
0,0,13.753,1.2568e+05,43.619,43.612,284.77,0.0067851,3.5495e-11,3.0878e-11
0,0,9.4298,4.4448e+05,43.764,42.122,287.21,0.0053464,3.0403e-11,2.9901e-11
0,0,15.749,1.1284e+05,42.848,43.426,286.36,0.005613,2.9046e-11,2.3633e-11
0,0,21.142,22637,42.692,44.597,284.09,0.0066212,2.9888e-11,2.9045e-11
0,0,16.62,1.3103e+05,42.725,41.288,291.82,0.0081371,3.504e-11,3.552e-11
0,0,13.206,3.2064e+05,41.887,42.109,291.81,0.0077527,3.2987e-11,3.2952e-11
0.003866,0.33333,5.275,1.7936e+06,43.488,41.798,289.24,0.0095314,3.7721e-11,2.9595e-11
0,0,21.737,27456,44.183,41.707,287.46,0.0059428,3.3466e-11,3.5066e-11
0,0,17.288,51905,45.834,41.44,284.38,0.0058847,3.2089e-11,2.7195e-11
0,0,22.118,44973,41.827,42.079,292.05,0.013216,3.2187e-11,2.9145e-11
0,0,20.821,34386,42.32,42.84,289.21,0.0065475,3.2633e-11,2.7881e-11
0,0,18.915,81971,44.386,38.903,293.86,0.012946,3.1968e-11,3.1939e-11
0,0,7.3335,1.2914e+06,42.659,41.065,292.39,0.0068689,3.2967e-11,2.9845e-11
0,0,9.8062,8.0343e+05,41.071,42.815,292.28,0.0079336,3.3933e-11,3.1512e-11
0,0,12.119,2.6401e+05,44.204,42.103,286.5,0.0072625,3.2727e-11,2.616e-11
0,0,22.007,30719,40.392,44.326,290.11,0.0062618,2.9558e-11,3.3511e-11
0,0,9.0409,1.3439e+06,42.469,40.067,295.61,0.0090638,3.1916e-11,3.3595e-11
0,0,17.551,1.2844e+05,42.015,41.639,292.56,0.0074462,3.2866e-11,2.7883e-11
0,0,8.9368,3.5687e+05,44.132,42.444,285.78,0.0036077,3.1416e-11,3.0734e-11
0,0,17.527,1.3985e+05,42.084,41.146,293.75,0.0080129,3.2035e-11,2.9256e-11
0,0,16.72,44914,46.04,42.714,280.94,0.0037074,3.4377e-11,2.694e-11
0,0,17.217,39725,45.059,43.254,282.07,0.0061665,2.9967e-11,2.993e-11
0,0,24.443,17747,42.663,41.995,290.03,0.0043355,3.1315e-11,2.9965e-11
0,0,20.297,69105,42.702,39.859,295.47,0.014263,3.534e-11,3.1867e-11
0,0,18.649,57802,43.286,42.321,287.79,0.0041575,3.2323e-11,3.0602e-11
0,0,12.14,4.2709e+05,42.074,42.237,290.97,0.0060328,3.4228e-11,2.9531e-11
0,0,19.116,41285,44.134,41.722,287.37,0.007089,3.4252e-11,3.3769e-11
0,0,21.353,38890,42.535,42.208,289.88,0.0064047,3.1964e-11,3.1233e-11
0,0,9.9538,7.4597e+05,40.42,41.972,295.63,0.011983,3.0469e-11,2.7259e-11
0,0,7.1596,6.841e+05,44.296,41.817,286.88,0.0058261,2.7685e-11,3.6082e-11
0,0,23.03,14308,42.564,45.134,283.27,0.0068833,2.9646e-11,2.8731e-11
0,0,18.599,99338,43.447,40.654,291.81,0.0050296,3.1707e-11,3.5282e-11
0,0,14.479,2.7402e+05,43.204,39.287,295.52,0.0099648,3.4921e-11,2.796e-11
0,0,13.995,3.6863e+05,40.447,42.167,295.11,0.009362,2.935e-11,3.0123e-11
0,0,21.251,38752,42.946,41.004,292.15,0.010756,2.9992e-11,2.8803e-11
0,0,24.764,32311,41.417,41.825,293.81,0.01059,3.0592e-11,2.8785e-11
0.0051546,0.66667,6.1778,1.7127e+06,42.426,40.36,294.74,0.0081736,3.3031e-11,3.56e-11
0.028351,0.66667,5.0097,1.9699e+06,42.888,41.17,291.65,0.0099945,3.197e-11,3.17e-11
0,0,9.9475,9.2602e+05,41.404,40.838,296.27,0.015289,3.3991e-11,2.9404e-11
0,0,7.7578,1.373e+06,40.963,42.382,293.44,0.00695,3.5038e-11,3.465e-11
0,0,21.214,12084,45.236,44.109,279.28,0.0052132,3.5442e-11,3.2686e-11
0,0,16.119,2.4945e+05,41.15,41.512,295.18,0.012381,3.1308e-11,3.3621e-11
0.0012887,0.33333,5.8639,1.4305e+06,41.35,42.265,292.44,0.0040816,2.9667e-11,3.2128e-11
0,0,12.681,4.937e+05,41.652,42.809,291.07,0.0057824,3.1326e-11,3.0956e-11
0,0,24.524,18762,41.923,43.974,287.62,0.0086432,3.3593e-11,2.8526e-11
0,0,6.6576,2.5193e+06,40.385,40.122,300.1,0.0097846,3.0084e-11,2.922e-11
0,0,24.97,18576,43.582,41.458,289.43,0.0047452,3.4426e-11,2.6016e-11
0,0,14.531,1.1878e+05,45.217,41.164,286.33,0.006845,3.7144e-11,2.8578e-11
0,0,22.181,40702,42.916,40.947,292.37,0.0067116,3.1921e-11,3.0563e-11
0,0,8.0271,4.2034e+05,42.831,44.223,284.77,0.0037733,3.5795e-11,3.2885e-11
0,0,14.847,2.3976e+05,42.991,39.617,295.27,0.0071992,3.1105e-11,2.9041e-11
0,0,16.326,67453,43.345,43.818,284.28,0.0040998,2.7444e-11,2.8121e-11
0,0,14.051,3.9847e+05,40.415,40.686,298.63,0.010078,3.3534e-11,2.5045e-11
0,0,19.764,1.2386e+05,40.761,40.218,299.04,0.011197,3.3588e-11,3.0848e-11
0,0,5.7925,8.9574e+05,42.072,43.944,286.93,0.0051547,3.003e-11,3.1401e-11
0,0,12.481,5.4292e+05,41.804,40.432,296.07,0.0096353,3.2637e-11,3.3828e-11
0,0,16.039,1.2117e+05,43.619,41.211,290.1,0.0092093,3.5782e-11,3.195e-11
0,0,14.692,1.0826e+05,41.796,45.281,284.86,0.0058321,3.0672e-11,3.2498e-11
0,0,15.019,1.5099e+05,43.125,42.66,287.65,0.0052383,3.4578e-11,3.1264e-11
0,0,24.344,30364,42.024,41.383,293.52,0.011995,3.0791e-11,3.1497e-11
0,0,23.793,36166,41.927,39.677,297.42,0.011729,3.1058e-11,2.7797e-11
0,0,23.147,13882,45.094,42.308,283.9,0.0046,3.7373e-11,3.0204e-11
0,0,14.328,2.0293e+05,44.144,39.761,292.09,0.009222,2.9811e-11,3.7131e-11
0,0,17.22,67759,42.813,43.218,287.05,0.0068443,2.8045e-11,2.7464e-11
0,0,12.702,1.3557e+05,45.565,41.851,283.82,0.0045877,3.386e-11,3.1987e-11
0,0,24.596,20422,43.841,42.394,286.85,0.011495,2.9177e-11,3.1822e-11
0,0,6.4109,6.0842e+05,44.677,42.992,283.26,0.0043694,3.5727e-11,3.1862e-11
0,0,7.7649,8.9802e+05,41.649,43.238,289.81,0.0048512,3.0719e-11,2.7521e-11
0,0,20.836,49075,41.294,42.189,292.96,0.0087592,3.3334e-11,2.6444e-11
0,0,17.396,83766,43.43,41.014,290.82,0.01035,2.9674e-11,4.0131e-11
0,0,9.1786,6.186e+05,41.798,43.214,289.64,0.0061943,3.1454e-11,2.9863e-11
0,0,19.425,92083,41.232,40.858,296.36,0.0080361,3.091e-11,3.5265e-11
0,0,21.733,55166,43.523,39.132,295.34,0.012748,3.0131e-11,3.0028e-11
0,0,24.763,26046,41.171,43.058,291.37,0.0078889,2.7713e-11,3.2592e-11
0.003866,0.33333,6.0356,6.1944e+05,42.054,45.499,283.54,0.0038223,2.9857e-11,2.7647e-11
0,0,13.984,1.8094e+05,43.474,41.382,289.61,0.0064512,3.9084e-11,3.0307e-11
0,0,11.179,4.9051e+05,40.982,42.03,294.12,0.011735,3.3959e-11,2.8051e-11
0,0,22.53,17976,42.522,44.478,284.78,0.0041031,3.1616e-11,3.4761e-11
0,0,14.231,1.5619e+05,43.019,43.592,285.76,0.0051842,3.391e-11,3.1437e-11
0,0,10.042,2.7754e+05,44.457,42.347,285.21,0.0054916,3.2523e-11,2.8216e-11
0,0,21.066,48839,44.638,38.848,293.59,0.012425,3.1251e-11,2.8379e-11
0,0,11.399,5.1618e+05,42.401,41.025,293.3,0.0094241,3.0223e-11,2.9925e-11
0,0,6.5561,1.9298e+06,39.77,43.167,294.67,0.011975,3.0002e-11,3.3009e-11
0,0,12.698,4.5116e+05,42.563,39.253,297.02,0.012128,3.4261e-11,2.7234e-11
0,0,15.883,74813,42.999,43.435,285.92,0.0072299,3.0957e-11,2.7355e-11
0,0,19.017,21282,44.382,44.358,280.5,0.0033794,3.061e-11,3.0658e-11
0,0,22.357,36767,40.245,42.764,294,0.01016,3.1107e-11,2.986e-11
0,0,22.307,33700,41.32,42.141,293.14,0.0059972,3.7076e-11,2.9917e-11
0,0,12.351,4.1183e+05,41.125,42.397,292.96,0.0062095,3.2247e-11,3.3098e-11
0,0,12.043,2.8347e+05,41.688,43.784,288.3,0.0066247,3.6958e-11,2.9883e-11
0,0,18.173,1.3077e+05,41.596,41.347,294.33,0.010208,3.3124e-11,3.1507e-11
0,0,6.8194,7.1845e+05,43.603,42.445,286.9,0.0052326,3.5209e-11,3.4358e-11
0,0,18.488,92261,39.855,44.141,292.1,0.0098131,3.3748e-11,3.0094e-11
0,0,12.299,72502,45.174,45.009,277.35,0.00285,3.1072e-11,2.9788e-11
0,0,15.681,2.1947e+05,42.583,42.96,288.6,0.011216,3.5269e-11,3.37e-11
0,0,23.753,9872.2,43.733,44.887,281.07,0.0035722,3.4143e-11,3.2759e-11
0,0,9.689,4.5073e+05,41.743,43.436,289.34,0.0092879,3.0975e-11,3.2867e-11
0,0,19.129,68962,41.721,43.216,289.67,0.0073807,3.386e-11,2.5422e-11
0,0,9.2638,2.9076e+05,43.203,45.02,282.1,0.0029052,3.3356e-11,2.5045e-11
0,0,12.379,4.9174e+05,41.529,40.17,297.24,0.012998,2.8936e-11,2.7145e-11
0,0,6.5726,1.2968e+06,42.44,41.755,291.16,0.0075399,3.0364e-11,2.9776e-11
0,0,7.5182,1.1567e+06,42.88,40.59,292.94,0.0068477,3.4905e-11,2.9744e-11
0,0,17.144,84474,43.254,42.097,288.49,0.0041623,3.0585e-11,3.2053e-11
0,0,14.712,65650,45.26,42.84,282.01,0.0039976,3.2157e-11,2.7014e-11
0,0,23.433,13034,41.866,44.823,285.34,0.0027688,3.3203e-11,3.0398e-11
0.011598,0.66667,6.0859,3.2743e+06,40.869,39.281,301.1,0.012359,3.3218e-11,2.7935e-11
0,0,22.806,19454,42.931,43.018,287.47,0.0090643,3.1597e-11,2.7333e-11
0,0,18.207,27960,44.274,44.448,281.03,0.0064835,3.172e-11,3.1597e-11
0,0,24.102,21884,44.517,41.778,286.79,0.0068549,3.269e-11,3.0554e-11
0,0,24.468,26645,41.235,41.592,294.83,0.01318,3.0263e-11,2.9681e-11
0,0,19.095,1.1402e+05,41.201,41.089,295.93,0.0070644,3.7883e-11,2.8003e-11
0,0,5.73,1.7941e+06,41.925,41.814,292.65,0.010878,3.5885e-11,2.8516e-11
0,0,24.458,18309,41.471,43.052,290.58,0.0085056,3.5832e-11,3.0219e-11
0,0,7.8584,1.7381e+06,42.512,40.447,294.63,0.0096385,3.1241e-11,2.629e-11
0,0,10.007,3.5005e+05,41.773,44.075,287.6,0.005189,3.165e-11,3.1634e-11
0,0,18.126,1.3642e+05,41.476,41.604,293.9,0.0063868,3.1305e-11,3.1749e-11
0,0,19.419,35598,42.067,44.207,286.32,0.0031894,3.4735e-11,2.6006e-11
0.012887,0.66667,5.2985,9.2399e+05,43.674,44.132,282.94,0.0045934,3.3854e-11,3.4635e-11
0,0,22.673,18953,44.109,41.647,287.73,0.0073831,3.5395e-11,2.755e-11
0,0,21.308,39400,42.298,41.566,292.02,0.0065849,3.1899e-11,2.7622e-11
0,0,15.996,65959,43.845,43.33,284.42,0.0051395,3.0151e-11,2.8837e-11
0,0,9.9903,2.8704e+05,44.915,41.608,285.85,0.0061244,3.6683e-11,2.6884e-11
0,0,6.6028,1.5387e+06,41.023,42.309,293.3,0.010267,2.7919e-11,3.1026e-11
0,0,9.1509,7.5669e+05,42.308,41.923,291.4,0.0055475,3.7813e-11,2.8938e-11
0,0,7.8473,1.1266e+06,44.078,39.053,294.11,0.007894,3.3128e-11,2.8223e-11
0,0,16.744,59841,45.692,40.812,285.97,0.0050312,4.1128e-11,3.1631e-11
0,0,10.922,6.1681e+05,41.075,41.286,295.43,0.0085487,3.185e-11,3.1507e-11
0,0,14.432,2.0491e+05,41.744,42.68,290.84,0.007187,3.1429e-11,2.723e-11
0,0,23.536,20664,43.354,42.72,286.85,0.0042377,3.2583e-11,3.1941e-11
0,0,18.685,88984,43.807,40.152,292.23,0.006279,3.4405e-11,3.4201e-11
0,0,6.6068,8.3695e+05,43.186,43.8,284.72,0.0035641,3.383e-11,2.9781e-11
0,0,7.2263,1.1502e+06,41.945,41.593,292.94,0.0063812,3.0061e-11,3.0041e-11
0,0,17.736,65259,43.891,43.714,283.48,0.0031895,3.2133e-11,3.1831e-11
0,0,11.818,6.3028e+05,42.602,40.772,293.43,0.0095369,2.6828e-11,2.8059e-11
0,0,24.6,27478,41.71,41.513,293.51,0.0076981,3.0754e-11,3.1142e-11
0,0,14.734,99238,44.756,41.893,285.54,0.0061792,2.7828e-11,3.1368e-11
0,0,23.254,18377,40.544,44.701,288.83,0.0059163,3.0763e-11,3.0465e-11
0,0,18.099,1.1348e+05,41.248,41.316,295.39,0.01458,3.3458e-11,2.5653e-11
0,0,8.4214,1.412e+06,40.534,41.501,296.62,0.013743,2.9889e-11,2.9905e-11
0,0,11.273,2.1626e+05,44.097,44.005,282.34,0.0066242,2.811e-11,2.795e-11
0,0,9.6533,3.9787e+05,41.492,44.966,286.13,0.0053011,3.4062e-11,3.1935e-11
0,0,13.189,1.1309e+05,45.286,42.554,282.77,0.0056281,3.0515e-11,3.08e-11
0,0,22.329,24883,43.377,41.368,289.89,0.0082096,3.7748e-11,3.0411e-11
0,0,20.008,99272,41.719,41.608,293.69,0.010828,3.1789e-11,2.7905e-11
0,0,17.844,88897,42.411,42.227,290.2,0.0065398,3.7918e-11,2.9099e-11
0,0,9.69,5.2899e+05,41.667,42.928,290.69,0.0072469,3.2332e-11,2.817e-11
0,0,10.648,7.7296e+05,42.2,40.645,294.59,0.0088332,3.3449e-11,3.0744e-11
0,0,18.752,1.0022e+05,43.163,41.862,289.51,0.0058491,3.8319e-11,3.2655e-11
0,0,14.927,2.5136e+05,42.309,40.82,293.79,0.0060483,3.415e-11,2.7531e-11
0,0,14.557,2.0009e+05,42.222,41.493,292.38,0.0081187,3.1444e-11,2.8367e-11
0,0,19.16,63653,42.517,41.528,291.41,0.007984,3.4313e-11,3.0747e-11
0,0,6.2538,6.0316e+05,43.981,43.417,283.74,0.0055938,3.5682e-11,3.9901e-11
0,0,17.57,36619,45.309,42.835,282.08,0.0034154,3.0852e-11,3.047e-11
0,0,15.118,2.3922e+05,40.612,41.54,296.27,0.014996,3.3942e-11,2.691e-11
0,0,21.215,41439,41.275,43.295,290.45,0.0099811,3.557e-11,3.6252e-11
0.014175,0.66667,5.217,1.2698e+06,42.94,42.503,288.22,0.0064912,3.4679e-11,2.6365e-11
0,0,14.481,93179,44.555,42.535,284.35,0.0061974,3.0583e-11,2.9831e-11
0,0,21.507,80299,40.789,39.88,299.7,0.0074002,3.4355e-11,3.5187e-11
0,0,9.1034,1.0373e+06,42.182,41.27,293.26,0.011021,3.3403e-11,2.9353e-11
0,0,8.0006,1.1677e+06,41.52,40.882,295.75,0.0089956,3.2598e-11,3.3124e-11
0,0,13.892,3.1671e+05,41.682,41.238,294.3,0.0081718,2.8421e-11,2.6687e-11
0,0,20.386,45296,41.109,43.028,291.72,0.010528,3.0185e-11,2.9708e-11
0,0,20.925,27234,45.309,41.617,285.21,0.0076234,3.0342e-11,3.0605e-11
0,0,9.2608,1.4001e+06,40.724,40.789,297.8,0.0070674,3.0258e-11,2.8723e-11
0,0,23.195,27331,41.937,41.611,292.68,0.010343,3.6621e-11,2.8197e-11
0,0,14.623,1.6218e+05,43.115,42.353,288.31,0.0079038,3.4766e-11,2.7984e-11
