meanBER_cc,meanPER_cc,SNRpercomm_cc,meanAWGN_POWER_cc,meanUP_LOSS_cc,meanDOWN_LOSS_cc,meanTEMPERATURE_cc,meanWV_DENSITY_cc,meanUP_THERMAL_POWER_cc,meanDW_THERMAL_POWER_cc
0,0,11.403,3.6468e+05,41.775,42.71,290.55,0.0057463,3.1682e-11,3.2135e-11
0,0,22.138,45665,40.533,41.973,295.38,0.007288,3.0446e-11,2.8914e-11
0,0,13.596,1.0003e+05,42.502,44.885,283.73,0.0060619,3.6968e-11,2.7503e-11
0,0,13.066,4.2823e+05,41.293,40.351,297.42,0.011427,3.1631e-11,2.9282e-11
0,0,19.318,65925,44.058,39.662,292.69,0.008841,3.1904e-11,2.9691e-11
0,0,19.563,62306,43.013,41.801,290.06,0.0093337,3.4121e-11,3.201e-11
0,0,23.06,21779,44.349,41.912,286.54,0.0039109,3.1769e-11,3.1638e-11
0,0,17.028,49285,43.911,44.137,282.89,0.0064433,3.3696e-11,3.6631e-11
0,0,12.101,2.0141e+05,44.709,41.264,286.99,0.0040072,3.0537e-11,2.9935e-11
0.003866,0.33333,6.1291,6.2487e+05,43.192,44.09,283.87,0.0050523,3.3048e-11,2.7751e-11
0,0,18.571,1.2595e+05,40.551,40.995,297.61,0.010389,3.5312e-11,3.2662e-11
0,0,13.242,2.0204e+05,42.081,42.663,290.04,0.0075421,3.2134e-11,2.7662e-11
0,0,17.403,97140,40.757,43.178,291.97,0.0047546,3.1819e-11,2.9207e-11
0,0,11.284,5.2499e+05,41.984,41.045,294.21,0.0070657,3.2462e-11,3.4107e-11
0,0,22.345,17417,43.196,43.445,285.48,0.003591,2.9687e-11,3.0686e-11
0,0,22.707,16053,43.502,43.06,285.8,0.0051609,2.9197e-11,3.1163e-11
0,0,21.991,70306,41.39,40.355,297.51,0.010511,3.1472e-11,3.2315e-11
0.0025773,0.33333,8.3168,5.8799e+05,42.239,43.149,288.32,0.007465,3.2637e-11,2.7698e-11
0,0,16.663,81308,44.665,40.91,288.2,0.0063008,3.3757e-11,2.8917e-11
0,0,19.157,89370,41.798,41.522,293.8,0.0094948,2.8471e-11,3.2039e-11
0,0,10.778,7.3729e+05,42.904,42.068,289.84,0.0089053,2.9352e-11,2.7775e-11
0,0,13.851,2.5449e+05,42.408,41.285,292.47,0.0042044,2.9743e-11,2.8052e-11
0,0,24.862,34670,40.671,40.188,299.26,0.013701,3.3809e-11,2.89e-11
0,0,20.718,47835,40.898,43.911,289.96,0.004909,3.3464e-11,3.2866e-11
0,0,13.006,1.2412e+05,44.937,42.392,284.15,0.00862,2.9366e-11,3.3066e-11
0,0,23.232,28222,43.425,41.013,290.78,0.011093,2.9451e-11,3.5687e-11
0,0,19.544,25691,44.813,43.276,282.22,0.0053132,3.2936e-11,2.8651e-11
0,0,7.0039,5.5989e+05,43.054,43.897,284.74,0.0038339,3.1021e-11,3.1831e-11
0,0,23.09,28765,42.173,42.57,290.36,0.0058701,3.3198e-11,3.7649e-11
0,0,12.525,2.6506e+05,44.601,41.213,287.75,0.0080383,3.4244e-11,2.9149e-11
0,0,20.102,17589,44.414,44.406,280.59,0.0051358,2.9754e-11,3.4237e-11
0,0,9.4105,5.0887e+05,44.444,40.626,289.41,0.0085627,3.2735e-11,3.5644e-11
0,0,12.601,1.9925e+05,42.631,43.485,286.91,0.0041294,3.352e-11,3.036e-11
0,0,17.354,42712,44.406,42.957,284.03,0.004132,3.3437e-11,2.7801e-11
0,0,10.243,1.9969e+05,43.065,44.848,282.57,0.0053775,3.2802e-11,3.1233e-11
0,0,17.748,1.0086e+05,42.591,41.568,291.25,0.0076194,3.4467e-11,2.893e-11
0,0,23.643,17317,43.206,42.446,287.78,0.0051507,3.653e-11,3.2292e-11
0.007732,0.33333,5.7867,3.0888e+06,41.106,39.219,300.51,0.0066228,2.914e-11,2.7874e-11
0,0,6.1055,1.2517e+06,42.831,42.967,287.74,0.0086626,3.832e-11,3.0727e-11
0,0,17.588,95493,41.756,43.056,290.2,0.009884,3.5835e-11,3.6777e-11
0,0,21.291,57040,42.068,41.192,293.83,0.0086819,3.6238e-11,2.9371e-11
0,0,10.659,4.1196e+05,42.304,43.842,286.71,0.0025907,2.899e-11,3.3092e-11
0,0,9.8331,5.5029e+05,43.475,40.594,291.54,0.008098,2.9002e-11,2.7835e-11
0,0,11.179,2.4915e+05,43.312,43.298,285.48,0.0056701,3.2753e-11,3.0156e-11
0,0,10.086,8.2281e+05,42.863,39.156,296.53,0.0046688,3.2148e-11,2.9828e-11
0,0,6.9309,5.7561e+05,43.164,43.819,284.89,0.0076035,3.7856e-11,3.0689e-11
0,0,20.593,25735,42.42,44.437,284.97,0.0043289,3.5649e-11,2.5514e-11
0,0,20.893,22098,44.958,42.106,284.78,0.0061887,3.0225e-11,3.3514e-11
0,0,18.673,1.2952e+05,40.005,41.278,298.27,0.010991,3.3597e-11,3.5945e-11
0,0,10.466,7.2217e+05,41.845,41.3,293.86,0.010425,3.7301e-11,2.936e-11
0,0,17.321,1.3899e+05,41.015,41.634,294.85,0.0091821,3.5467e-11,3.1536e-11
0,0,23.853,27295,41.898,42.215,291.61,0.012042,2.8768e-11,2.5773e-11
0,0,7.65,5.1499e+05,41.411,44.975,286.17,0.0066496,3.1769e-11,2.8366e-11
0,0,20.251,48331,42.943,41.165,291.45,0.0043096,3.5303e-11,2.7903e-11
0,0,16.546,44922,45.589,42.356,282.59,0.006115,3.0234e-11,3.003e-11
0,0,18.465,81020,42.132,42.881,289.4,0.0073064,3.4809e-11,3.4028e-11
0,0,15.253,2.9074e+05,40.538,41.242,297.4,0.015735,3.2656e-11,3.1949e-11
0,0,20.444,28053,44.583,41.544,286.65,0.0086686,3.0666e-11,3.2371e-11
0,0,21.077,52622,41.726,41.711,292.8,0.0027906,2.8687e-11,3.244e-11
0,0,23.942,33157,40.851,42.128,294.15,0.0068747,3.3958e-11,2.778e-11
0,0,8.8976,6.3232e+05,42.579,42.747,288.74,0.0076233,3.3177e-11,2.8357e-11
0,0,16.116,1.8617e+05,42.239,40.251,295.48,0.013067,3.4262e-11,2.6948e-11
0,0,16.886,1.2828e+05,41.506,41.677,293.54,0.0057918,3.1424e-11,3.3442e-11
0,0,14.616,1.5795e+05,43.571,41.136,289.98,0.0077652,3.2378e-11,3.0172e-11
0,0,23.177,38576,42.975,41.268,291.34,0.0091843,2.757e-11,3.2136e-11
0,0,22.215,33558,43.517,41.254,289.86,0.004336,2.8507e-11,3.0872e-11
0.003866,0.66667,5.5079,1.343e+06,44.679,40.562,288.97,0.0052352,2.9526e-11,3.2831e-11
0,0,14.552,43484,44.692,45.755,276.87,0.0026893,3.172e-11,3.003e-11
0,0,7.739,7.5464e+05,44.34,40.819,289.08,0.0037362,3.3065e-11,2.9725e-11
0,0,24.546,26368,42.448,40.209,295.1,0.011318,3.4562e-11,2.6609e-11
0,0,21.49,47444,42.487,40.751,293.78,0.01097,3.6704e-11,2.9154e-11
0,0,15.785,1.5298e+05,42.674,40.698,292.96,0.0046662,3.3513e-11,2.709e-11
0.011598,0.66667,6.3271,1.8636e+06,41.523,41.402,294.53,0.011717,3.1757e-11,2.8246e-11
0,0,15.515,1.755e+05,43.843,39.432,293.57,0.0070142,3.2149e-11,2.9913e-11
0,0,14.435,2.1418e+05,43.275,42.063,288.87,0.0091389,3.1404e-11,3.4061e-11
0,0,23.315,13880,44.162,42.882,284.78,0.0066099,3.2424e-11,3.2026e-11
0,0,9.2691,5.2551e+05,43.798,42.522,286.26,0.0046268,3.1688e-11,2.7772e-11
0,0,15.124,1.2718e+05,43.548,41.775,288.62,0.0057108,3.6133e-11,3.13e-11
0.0025773,0.33333,6.1777,2.056e+06,40.748,41.146,297.02,0.010622,2.9937e-11,2.8326e-11
0,0,20.094,52036,41.441,43.014,290.88,0.0075833,3.2606e-11,2.9368e-11
0,0,22.006,42217,43.175,41.969,289.23,0.0078932,3.1288e-11,2.5311e-11
0,0,7.9881,8.9949e+05,42.011,42.024,291.7,0.0056315,3.2511e-11,2.9301e-11
0,0,9.6774,6.7278e+05,40.946,43.183,291.74,0.011608,3.4416e-11,2.7179e-11
0,0,13.935,2.9808e+05,43.36,39.524,294.59,0.011589,2.9869e-11,2.7117e-11
0,0,20.633,87905,39.423,42.046,298.09,0.014724,3.1545e-11,3.1933e-11
0,0,24.721,31715,39.178,42.698,297.07,0.0063051,2.8227e-11,3.0404e-11
0,0,21.654,21123,43.89,42.489,286.01,0.0033853,3.1163e-11,3.1085e-11
0.003866,0.33333,6.7255,1.7173e+06,43.838,39.414,294.05,0.013185,2.7098e-11,2.8134e-11
0,0,24.684,31713,40.45,41.622,296.33,0.0074916,2.9945e-11,3.673e-11
0,0,17.305,2.0965e+05,40.357,40.698,298.85,0.010062,3.0403e-11,3.3931e-11
0,0,6.6654,1.2569e+06,42.981,41.396,290.83,0.0084655,3.8051e-11,2.5957e-11
0,0,17.988,1.0513e+05,42.719,41.625,291.21,0.010769,3.1614e-11,3.0213e-11
0,0,12.218,2.382e+05,42.836,42.95,287.81,0.0078676,3.0878e-11,2.9047e-11
0.003866,1,5.2825,1.6621e+06,41.813,42.62,290.8,0.0063407,3.6029e-11,2.9753e-11
0,0,18.22,1.0171e+05,39.534,43.191,294.78,0.006768,3.3262e-11,2.8669e-11
0,0,15.948,43537,44.015,44.795,280.47,0.0045897,3.2623e-11,2.7925e-11
0,0,11.577,5.7481e+05,41.619,41.588,293.75,0.0093658,3.8581e-11,2.9861e-11
0,0,17.871,26274,44.185,45.128,279.38,0.0040523,2.8718e-11,3.0024e-11
0,0,21.707,20321,42.469,44.644,284.42,0.006718,3.3287e-11,2.7198e-11
0,0,10.813,2.3256e+05,42.989,44.16,284.33,0.0051354,3.6932e-11,2.887e-11
0,0,16.287,1.3678e+05,43.578,40.295,292.34,0.0131,3.842e-11,3.0223e-11
0,0,13.474,1.8066e+05,41.853,45.02,285.28,0.0051136,2.9745e-11,3.7941e-11
0,0,23.318,21841,43.52,40.827,291.12,0.0096573,3.3775e-11,3.2349e-11
0,0,12.966,4.3241e+05,42.343,40.884,293.86,0.010863,3.2697e-11,2.9584e-11
0,0,9.4412,6.0403e+05,42.759,41.692,290.86,0.010963,3.0718e-11,3.0113e-11
0,0,10.956,1.7618e+05,43.806,44.653,281.26,0.0035779,3.1673e-11,2.9919e-11
0,0,21.342,54398,41.96,42.765,290.39,0.0084432,2.8816e-11,2.6919e-11
0,0,23.296,29623,39.948,44.185,291.84,0.014177,3.3001e-11,3.2058e-11
0,0,9.6314,4.5676e+05,40.893,44.103,289.42,0.0094432,3.7365e-11,2.8855e-11
0,0,8.6671,7.5409e+05,43.959,41.566,288.27,0.0057512,3.5697e-11,2.8895e-11
0,0,22.025,52075,41.97,40.366,295.68,0.0098643,3.1641e-11,2.9815e-11
0,0,17.598,1.1071e+05,42.176,43.018,289.11,0.0059424,3.123e-11,2.6874e-11
0,0,21.143,27281,43.966,43.146,284.46,0.0053477,3.1178e-11,3.0911e-11
0,0,21.986,28260,41.835,43.572,288.36,0.0061945,3.416e-11,2.8777e-11
0,0,23.12,11704,44.66,43.115,282.81,0.0052098,4.0194e-11,3.0312e-11
0,0,14.873,4.4355e+05,39.274,40.568,301.82,0.010363,3.1953e-11,3.2513e-11
0,0,23.393,16489,45.016,41.953,284.99,0.0036592,3.831e-11,2.9619e-11
0,0,14.377,1.5173e+05,42.27,42.915,288.99,0.0052196,2.8356e-11,2.8252e-11
0.0025773,0.66667,5.9718,7.6961e+05,43.431,43.658,284.64,0.0056744,3.1144e-11,2.7146e-11
0,0,17.252,79777,44.543,41.163,287.93,0.0078421,3.6826e-11,3.3715e-11
0,0,21.107,19462,45.192,41.903,284.45,0.0053129,3.389e-11,3.0617e-11
0,0,24.563,20469,41.342,42.566,292.03,0.0080372,3.3424e-11,2.9297e-11
0,0,21.678,26678,42.793,43.267,286.89,0.0062357,3.2828e-11,2.7532e-11
0,0,8.5322,1.819e+05,44.806,45.378,277.39,0.002199,3.1026e-11,2.8838e-11
0,0,10.603,5.1939e+05,42.118,42.173,291.02,0.0078588,3.0611e-11,2.7773e-11
0.007732,0.33333,6.3179,8.7687e+05,44.533,41.838,286.48,0.0048071,3.5128e-11,3.2133e-11
0,0,18.509,87608,41.522,41.625,293.97,0.011388,3.9388e-11,3.1229e-11
0,0,8.1431,4.2224e+05,43.875,42.979,285.1,0.004031,3.5081e-11,2.8623e-11
0,0,16.32,88396,41.718,43.563,288.49,0.0066171,3.2349e-11,2.7938e-11
0,0,21.283,21329,43.72,43.102,285.06,0.0049594,3.6601e-11,2.5198e-11
0,0,14.138,1.651e+05,42.429,42.436,289.46,0.0067735,2.9936e-11,2.5908e-11
0,0,13.076,1.0806e+05,43.258,45.074,281.66,0.0036691,3.3485e-11,3.2559e-11
0,0,19.531,1.3252e+05,39.673,40.563,300.82,0.011416,2.9884e-11,3.1727e-11
0,0,14.784,2.1329e+05,41.893,41.621,292.84,0.0075529,3.0832e-11,3.2868e-11
0,0,15.951,1.091e+05,44.253,40.945,289.01,0.0064139,3.585e-11,3.1103e-11
0,0,22.803,14602,44.653,43.064,283.25,0.0019987,3.1707e-11,2.7926e-11
0,0,16.78,1.3814e+05,43.247,40.772,291.79,0.0098648,3.0891e-11,2.7166e-11
0,0,17.054,1.6801e+05,40.713,41.567,295.93,0.013449,3.3437e-11,3.0894e-11
0,0,23.595,51434,40.365,41.498,297.03,0.0086492,2.8224e-11,3.1244e-11
0,0,13.714,3.9636e+05,41.203,40.107,298.08,0.007429,3.3803e-11,3.4536e-11
0,0,14.498,1.3643e+05,43.807,42.018,287.3,0.0041388,3.3589e-11,3.085e-11
0,0,17.402,1.3885e+05,43.175,39.248,295.57,0.0063898,3.06e-11,2.7336e-11
0,0,19.886,43335,43.103,43.335,286.02,0.0039711,3.4739e-11,3.1e-11
0,0,24.867,11240,43.041,43.559,285.81,0.0069069,3.0863e-11,3.2149e-11
0,0,15.448,3.3795e+05,40.229,41.006,298.61,0.01246,3.3445e-11,2.7612e-11
0,0,22.186,17251,41.063,45.559,285.84,0.0077927,3.3071e-11,3.1571e-11
0,0,8.8765,9.5861e+05,42.288,40.187,295.28,0.0090789,3.0152e-11,3.3896e-11
0,0,12.493,2.3246e+05,42.558,42.454,289.2,0.0076534,3.2158e-11,2.8376e-11
0,0,18.875,1.2123e+05,43.007,41.32,291.27,0.010532,3.2331e-11,2.7094e-11
