meanBER_nc,meanPER_nc,SNRpercomm_nc,meanAWGN_POWER_nc,meanUP_LOSS_nc,meanDOWN_LOSS_nc,meanTEMPERATURE_nc,meanWV_DENSITY_nc,meanUP_THERMAL_POWER_nc,meanDW_THERMAL_POWER_nc
0.0012887,0.33333,9.6688,6.7747e+05,42.867,42.374,289.01,0.0058121,3.1986e-11,2.6196e-11
0,0,19.473,47420,40.541,44.34,289.71,0.0078655,2.9055e-11,2.9532e-11
0,0,11.028,7.0844e+05,41.313,41.19,295.7,0.013996,3.2024e-11,3.669e-11
0,0,20.267,89138,42.145,39.308,297.87,0.0090271,3.6335e-11,2.6921e-11
0.0012887,0.33333,9.7826,4.4101e+05,42.577,43.419,287.1,0.0054944,3.4824e-11,2.9699e-11
0,0,17.88,99341,44.012,39.301,293.63,0.010316,3.0662e-11,2.9425e-11
0,0,15.869,2.0954e+05,41.536,40.94,295.51,0.0099431,3.0654e-11,3.3847e-11
0,0,21.912,36649,40.91,43.549,290.83,0.0098334,3.1582e-11,2.6462e-11
0,0,10.592,4.4783e+05,40.326,43.939,291.21,0.011268,3.2771e-11,3.0511e-11
0.0025773,0.66667,9.5764,2.7328e+05,42.339,44.714,284.43,0.0037242,3.1948e-11,3.1231e-11
0,0,16.893,1.2461e+05,41.913,42.129,291.67,0.0056349,3.34e-11,2.8349e-11
0,0,23.787,29893,39.628,42.822,295.44,0.0068749,2.6412e-11,2.8683e-11
0.0012887,0.33333,10.682,2.378e+05,44.085,42.51,285.51,0.0066859,2.9089e-11,2.1175e-11
0.011598,0.66667,8.146,6.2702e+05,43.956,43.625,283.57,0.0050881,2.7887e-11,3.1472e-11
0,0,15.02,1.2859e+05,43.817,42.76,285.83,0.0045523,3.5831e-11,4.0631e-11
0,0,17.045,2.1674e+05,40.156,41.901,296.63,0.0091255,2.5501e-11,2.6256e-11
0.024485,1,7.2459,1.1349e+06,41.367,42.358,292.37,0.007695,2.8434e-11,3.746e-11
0,0,15.111,1.2708e+05,44.185,41.249,288.41,0.0057618,3.3375e-11,3.5022e-11
0,0,16.447,3.1146e+05,40.668,40.665,298.35,0.0083917,3.0652e-11,2.8885e-11
0,0,22.963,16402,44.533,41.6,287.03,0.0074338,2.938e-11,2.6369e-11
0,0,22.045,15896,43.132,43.954,284.27,0.0043302,3.8016e-11,3.2915e-11
0,0,11.793,2.9387e+05,42.906,43.064,287.1,0.0040095,3.5999e-11,2.6467e-11
0,0,21.578,43412,42.978,41.402,290.83,0.0063331,3.8424e-11,3.3446e-11
0,0,22.321,21209,45.217,40.247,288.45,0.005999,2.9002e-11,3.6281e-11
0,0,10.078,2.0363e+05,43.844,45.879,278.86,0.0038327,4.0602e-11,2.9692e-11
0,0,11.905,2.8669e+05,42.982,42.424,288.34,0.0051935,3.2354e-11,2.8868e-11
0,0,11.94,4.8088e+05,41.138,42.7,292.14,0.0058053,3.55e-11,2.9817e-11
0,0,17.111,35877,45.194,43.518,280.76,0.0054321,3.7931e-11,3.753e-11
0,0,20.55,31392,41.996,43.624,288.42,0.0063256,3.0508e-11,2.7682e-11
0.0012887,0.33333,10.602,3.4004e+05,42.304,43.729,287.13,0.0091592,3.2417e-11,3.5124e-11
0,0,19.368,32592,42.329,44.632,284.8,0.0055439,3.3194e-11,3.5363e-11
0,0,15.113,1.5166e+05,42.858,43.479,286.36,0.0067622,3.7435e-11,2.9084e-11
0.015464,0.66667,7.736,3.6576e+05,42.89,44.914,282.95,0.005771,3.8549e-11,3.438e-11
0.0012887,0.33333,11.176,4.5805e+05,41.875,41.881,292.56,0.011872,3.8013e-11,3.7983e-11
0.028351,0.66667,6.8019,1.8145e+06,41.922,40.092,296.86,0.0086419,2.6036e-11,2.658e-11
0,0,12.37,2.5967e+05,42.051,42.909,289.74,0.010069,2.8433e-11,3.9695e-11
0.0064433,0.66667,8.0815,9.5725e+05,44.402,38.81,293.94,0.0078866,2.9638e-11,2.7197e-11
0,0,15.395,1.6342e+05,42.57,41.262,292.13,0.0026,3.0704e-11,2.6826e-11
0,0,11.736,2.471e+05,43.482,43.538,284.79,0.0086354,3.2164e-11,3.0178e-11
0,0,12.289,3.6278e+05,41.523,42.749,291.18,0.0061803,2.9692e-11,2.5286e-11
0,0,16.353,2.2253e+05,42.793,40.517,293.79,0.012819,3.2176e-11,2.8736e-11
0.032216,0.66667,6.0477,1.7007e+06,41.73,41.835,292.75,0.0074251,3.602e-11,2.9594e-11
0.051546,0.66667,5.427,1.3625e+06,42.488,41.874,290.7,0.0039836,2.961e-11,2.4936e-11
0.052835,1,5.7847,1.1753e+06,44.141,41.017,289.05,0.0066907,3.3567e-11,2.6944e-11
0,0,24.188,47292,41.267,40.684,296.87,0.0081985,3.7468e-11,2.3814e-11
0,0,16.682,1.6173e+05,41.705,41.304,294.82,0.015114,3.6652e-11,2.9252e-11
0,0,14.511,37817,46.13,44.706,276.05,0.0023928,3.2523e-11,3.5987e-11
0,0,19.759,57682,44.867,40.113,289.75,0.0043816,3.0333e-11,3.7489e-11
0,0,16.567,2.0394e+05,40.82,41.624,295.71,0.011274,3.9356e-11,2.8078e-11
0.034794,0.66667,6.8297,9.2287e+05,44.017,41.105,289.22,0.0063643,3.1452e-11,3.076e-11
0,0,14.257,1.9561e+05,42.855,40.981,292.13,0.01112,3.0556e-11,3.2827e-11
0,0,12.503,1.6656e+05,43.66,43.239,284.71,0.0021594,3.2149e-11,2.7514e-11
0,0,16.196,1.1294e+05,43.708,42.302,287.11,0.0047671,3.2615e-11,3.0462e-11
0,0,11.911,2.8337e+05,42.341,42.867,289.32,0.0071895,3.5883e-11,3.0562e-11
0,0,10.049,4.232e+05,42.828,42.697,288.28,0.0096046,3.2439e-11,3.0468e-11
0.0012887,0.33333,9.7587,1.1359e+06,42.747,39.561,296.06,0.0068824,3.3458e-11,2.818e-11
0,0,21.725,30579,43.762,42.475,286.75,0.0056388,3.7688e-11,3.3516e-11
0,0,13.459,2.5033e+05,43.421,41.771,289.05,0.0063522,3.0197e-11,3.0708e-11
0,0,13.489,3.083e+05,42.14,40.793,294.12,0.0066941,2.9353e-11,3.5472e-11
0,0,23.111,38513,40.852,41.3,296.16,0.010059,2.8842e-11,3.0306e-11
0,0,18.057,62547,44.121,42.224,286.17,0.0039944,3.2911e-11,3.3251e-11
0,0,19.82,81019,42.742,41.63,291.06,0.0071185,3.6723e-11,3.1165e-11
0,0,13.096,4.1508e+05,42.34,40.278,295.13,0.0064878,3.287e-11,3.5449e-11
0,0,11.249,5.2485e+05,43.179,39.923,294.11,0.0085815,3.5081e-11,2.6375e-11
0,0,16.076,1.0632e+05,42.337,43.521,287.56,0.0065834,3.6709e-11,2.6642e-11
0,0,18.028,62056,42.852,42.661,288.34,0.009665,3.1226e-11,3.0321e-11
0.060567,0.66667,5.5372,1.7043e+06,42.485,42.359,289.81,0.0070386,3.2508e-11,3.1934e-11
0.068299,0.66667,5.5469,2.246e+06,43.156,41.398,290.92,0.011966,3.5976e-11,3.5855e-11
0,0,24.576,25009,43.276,40.6,292.34,0.012986,3.2291e-11,3.6084e-11
0,0,15.302,1.6101e+05,43.523,40.162,292.68,0.0087879,3.74e-11,2.611e-11
0.05799,0.66667,5.7684,1.1043e+06,44.187,40.758,289.48,0.0033985,3.5904e-11,3.1749e-11
0,0,24.462,10672,42.014,44.609,285.77,0.0080494,3.2594e-11,2.7471e-11
0.052835,0.66667,5.6965,3.5238e+06,41.767,39.212,299.42,0.0070531,3.1707e-11,2.9793e-11
0,0,18.603,73129,43.195,42.79,287.17,0.0071119,3.0176e-11,2.6704e-11
0.010309,0.66667,7.8975,6.8838e+05,40.899,44.106,289.38,0.0088994,2.9716e-11,3.8608e-11
0.007732,1,8.2482,1.1483e+06,40.372,42.774,293.93,0.0091967,2.8021e-11,3.1065e-11
0.0090206,0.66667,8.2775,3.7248e+05,42.603,45.32,282.76,0.0041664,3.2078e-11,2.6833e-11
0,0,13.278,1.598e+05,42.704,43.496,286.56,0.0052415,3.5507e-11,2.2596e-11
0,0,24.234,27836,42.687,40.713,293.26,0.0077178,2.747e-11,3.7926e-11
0,0,15.329,1.4074e+05,43.361,41.163,290.39,0.0046091,3.9711e-11,2.7737e-11
0,0,19.805,42377,42.747,43.461,286.51,0.0035269,2.9607e-11,3.3174e-11
0.012887,0.66667,8.1739,6.4576e+05,42.882,43.62,286.24,0.0037814,2.6873e-11,3.1224e-11
0,0,18.172,60294,42.521,43.395,287.21,0.0067437,3.5134e-11,2.5767e-11
0.051546,0.66667,6.2214,2.3225e+06,40.446,41.159,297.36,0.0068992,3.2403e-11,2.6665e-11
0.0012887,0.33333,9.831,3.286e+05,43.752,42.765,286.03,0.0060533,2.9605e-11,2.7655e-11
0,0,10.794,1.0583e+06,38.841,41.524,300.71,0.0098906,3.9775e-11,3.0006e-11
0,0,17.241,1.043e+05,42.396,43.576,287.23,0.0080708,4.4418e-11,2.2316e-11
0.0064433,0.66667,7.7964,1.0642e+06,41.576,41.706,293.45,0.0048197,3.9131e-11,2.9612e-11
0.046392,0.66667,6.0045,8.4788e+05,44.842,42.631,283.75,0.0028342,3.9386e-11,3.3537e-11
0,0,24.775,7707.7,44.849,43.189,282.27,0.0047744,3.1716e-11,2.664e-11
0,0,23.27,25677,41.156,42.699,292.13,0.009701,2.8211e-11,3.2493e-11
0,0,24.862,16944,43.458,42.74,286.71,0.005472,3.0728e-11,2.8641e-11
0,0,12.086,2.7858e+05,42.745,42.154,289.52,0.0074172,3.216e-11,2.621e-11
0,0,11.588,2.2826e+05,43.988,42.113,286.61,0.0032055,3.285e-11,3.2641e-11
0.0090206,1,8.3289,8.0366e+05,42.635,42.333,289.6,0.0055461,3.4144e-11,2.8899e-11
0,0,23.165,59037,41.294,39.383,299.82,0.011619,4.0052e-11,2.6873e-11
0.070876,0.66667,5.3726,1.3562e+06,42.618,43.038,287.8,0.0048206,3.0916e-11,3.0609e-11
0,0,21.983,13106,43.563,44.743,281.59,0.0048977,3.8289e-11,3.0472e-11
0,0,24.998,33778,40.68,40.145,299.23,0.0076144,2.6413e-11,2.643e-11
0,0,21.486,62388,41.609,40.138,296.96,0.0067398,3.8645e-11,3.3426e-11
0,0,24.38,7740.6,45.326,42.617,282.63,0.0049869,3.0773e-11,2.9037e-11
0.020619,1,8.0628,5.7736e+05,43.625,42.538,286.5,0.0049177,3.5357e-11,3.0311e-11
0,0,17.41,1.0607e+05,40.605,43.165,292.47,0.010141,3.6572e-11,3.8737e-11
0,0,11.015,9.113e+05,39.616,41.42,298.98,0.013793,3.2753e-11,3.1323e-11
0,0,21.234,40722,42.965,42.575,288.28,0.0094719,2.4563e-11,3.482e-11
0.0025773,0.33333,10.95,4.2657e+05,43.079,41.264,290.76,0.0064947,3.4953e-11,3.1342e-11
0,0,12.3,4.9149e+05,42.818,42.365,289.31,0.0098413,3.1868e-11,2.7811e-11
0.003866,0.66667,9.447,3.6602e+05,42.174,43.796,287.16,0.0054506,2.5977e-11,2.8051e-11
0.064433,0.66667,5.5272,7.4419e+05,44.58,42.713,283.91,0.0055373,3.0822e-11,2.9359e-11
0.0012887,0.33333,8.7849,7.3122e+05,42.534,42.17,290.09,0.0074514,3.1068e-11,2.5667e-11
0,0,14.314,4.8801e+05,39.726,40.092,301.97,0.016508,3.2808e-11,3.2701e-11
0,0,22.846,42798,40.933,41.562,295.77,0.0066881,3.757e-11,2.8863e-11
0.04768,0.66667,6.0302,1.1413e+06,41.667,43.056,290.1,0.0049821,2.893e-11,3.057e-11
0.0012887,0.33333,9.7749,4.048e+05,43.675,42.819,285.86,0.0020946,2.9034e-11,3.153e-11
0,0,19.993,54338,42.528,42.709,288.74,0.0042209,3.0398e-11,2.5795e-11
0,0,14.241,1.994e+05,41.956,42.149,291.44,0.0095688,3.0532e-11,3.3599e-11
0,0,22.65,42617,41.835,40.755,295.11,0.0037038,3.6192e-11,2.7217e-11
0.0025773,0.66667,9.0412,8.473e+05,40.191,43.42,292.81,0.0092629,4.2712e-11,3.1424e-11
0,0,21.428,47972,39.891,43.635,293.04,0.009851,2.8543e-11,2.8774e-11
0.024485,0.66667,6.7286,2.1546e+06,41.526,41.545,294.2,0.0078541,2.8145e-11,2.7654e-11
0.003866,0.33333,8.6043,6.7822e+05,39.833,44.6,290.88,0.0055435,3.1231e-11,3.2244e-11
0,0,17.244,1.3101e+05,42.555,42.096,290.44,0.0083102,4.7393e-11,2.9761e-11
0,0,15.465,1.7437e+05,43.146,40.412,292.88,0.012118,3.8439e-11,2.6547e-11
0,0,24.388,17364,42.825,43.609,286.28,0.0092922,3.649e-11,2.7668e-11
0,0,16.45,76801,42.471,44.226,285.59,0.0075149,3.9186e-11,3.4819e-11
0.064433,0.66667,5.598,7.1023e+05,44.597,42.381,284.65,0.0067463,3.3162e-11,2.871e-11
0.028351,0.66667,6.4838,1.0903e+06,41.748,42.47,291.61,0.012083,3.0224e-11,3.6807e-11
0.055412,0.66667,5.3494,1.5322e+06,43.525,40.685,291.15,0.0072929,3.1411e-11,3.0921e-11
0,0,22.144,8764.1,44.695,45.2,278.25,0.0042533,3.9026e-11,3.7119e-11
0,0,12.409,1.9948e+05,42.993,43.014,286.93,0.004484,3.0097e-11,3.3755e-11
0.0090206,0.66667,7.9009,1.3153e+06,40.35,42.159,295.25,0.006932,3.7577e-11,2.8218e-11
0,0,24.164,23078,42.57,41.963,290.36,0.006481,3.2648e-11,2.6112e-11
0,0,13.831,1.5902e+05,44.659,41.12,287.58,0.0041327,2.864e-11,3.0396e-11
0,0,18.702,1.0536e+05,41.205,43.153,291.04,0.0061286,3.1526e-11,3.0601e-11
0,0,18.173,50907,44.376,41.976,286.21,0.0034394,2.8706e-11,2.4585e-11
0,0,16.273,82432,40.891,44.759,288.37,0.0084328,2.8549e-11,3.0279e-11
0,0,24.551,46981,40.287,39.71,301.32,0.0080306,3.1425e-11,2.8102e-11
0,0,21.178,24084,43.827,42.193,287.39,0.0073247,3.4593e-11,3.4644e-11
0,0,13.67,1.999e+05,43.547,41.633,288.82,0.0042646,3.3219e-11,2.6669e-11
0.024485,0.66667,6.8215,1.7156e+06,41.532,40.603,296.28,0.010674,3.2324e-11,2.951e-11
0,0,16.37,70478,40.979,45.448,286.22,0.0045636,2.9467e-11,2.6e-11
0.0025773,0.33333,9.9591,6.2019e+05,42.234,41.22,293.43,0.012414,3.9392e-11,2.9483e-11
0.003866,0.33333,9.6349,6.5143e+05,43.676,41.719,288.74,0.0081133,3.3086e-11,2.7667e-11
0,0,19.686,22970,44.863,43.42,282.25,0.0081717,3.4444e-11,2.8543e-11
0,0,18.328,69797,42.555,42.68,288.83,0.0072641,3.5835e-11,3.6555e-11
0,0,19.698,78016,41.335,43.532,290,0.0094593,3.2241e-11,2.9026e-11
0.069588,1,5.0645,2.5689e+06,41.472,40.811,296.05,0.012534,4.2119e-11,3.8525e-11
0.0025773,0.33333,9.7535,2.4464e+05,43.31,44.727,282.22,0.0046583,3.6383e-11,3.3257e-11
0.003866,0.66667,8.9057,4.9816e+05,41.929,43.439,288.52,0.0092158,3.3692e-11,3.1893e-11
0,0,15.254,1.1504e+05,42.602,42.904,288.71,0.0091665,3.0794e-11,3.1416e-11
0,0,16.025,1.2943e+05,43.589,41.657,288.81,0.0089727,3.0351e-11,3.1463e-11
0,0,21.533,30625,42.232,43.102,288.53,0.0076298,3.199e-11,3.3078e-11
0.014175,1,8.248,9.6568e+05,41.877,42.274,291.64,0.0072834,3.3149e-11,2.6591e-11
0.037371,0.66667,6.1187,1.7238e+06,40.302,43.004,293.77,0.014502,3.6945e-11,2.3978e-11
0,0,21.765,16206,44.414,42.709,284.36,0.0044436,3.5082e-11,3.34e-11
0,0,24.322,18809,42.316,42.413,290.03,0.0076969,3.4829e-11,2.7648e-11
0,0,17.12,70505,43.865,41.962,287.32,0.0049542,3.8717e-11,3.1022e-11
0,0,12.46,1.7248e+05,43.423,42.834,286.11,0.0037352,2.7468e-11,3.1342e-11
0,0,18.605,50938,43.231,44.092,284.15,0.0063701,3.1796e-11,2.6477e-11
0,0,17.914,47152,45.337,42.197,283.59,0.0039298,3.3677e-11,3.1822e-11
0.039948,0.66667,5.5325,7.5434e+05,43.592,43.695,284.44,0.0081574,3.1158e-11,3.0031e-11
0.003866,0.33333,9.5572,4.5401e+05,43.625,41.273,289.82,0.0072419,3.5664e-11,2.6899e-11
0.0090206,0.66667,7.9371,1.6103e+06,41.22,41.639,294.71,0.0066013,3.7592e-11,2.4482e-11
0,0,18.367,83912,41.317,43.168,290.49,0.0037939,3.6951e-11,3.6148e-11
0,0,13.57,95586,45.718,42.154,282.72,0.0031488,3.1113e-11,2.5033e-11
0,0,17.546,1.0293e+05,42.102,41.739,292.61,0.011419,4.059e-11,3.2027e-11
0,0,11.631,2.8062e+05,44.301,42.234,286.22,0.0084435,3.4668e-11,3.475e-11
0.0012887,0.33333,9.5167,1.224e+06,41.467,40.022,297.81,0.0086229,2.6066e-11,2.4515e-11
0.043814,1,5.9219,1.6082e+06,42.623,41.206,291.97,0.0044256,3.9309e-11,3.4381e-11
0.007732,0.66667,8.7839,3.5778e+05,43.705,43.062,285.65,0.0084977,3.4227e-11,3.3175e-11
0,0,16.586,1.3752e+05,42.441,42.851,288.74,0.0067495,3.0439e-11,3.1129e-11
0,0,17.141,49657,42.851,44.437,284.2,0.0089246,3.3112e-11,2.7031e-11
0,0,19.76,61788,43.986,41.592,288.36,0.0096192,3.1125e-11,3.1114e-11
0.012887,0.66667,7.9005,1.6066e+06,40.009,41.847,296.9,0.0070163,3.4464e-11,3.5086e-11
0,0,24.407,22001,42.374,42.441,289.9,0.0091201,3.5696e-11,3.5396e-11
0,0,13.804,70949,44.393,44.583,280.11,0.0030186,3.4036e-11,3.7168e-11
0,0,11.386,8.0481e+05,40.05,41.938,297.02,0.017146,2.7873e-11,3.3234e-11
0,0,21.945,11716,46.427,42.632,280.25,0.0057491,2.7521e-11,3.5774e-11
0,0,12.232,4.9502e+05,41.627,41.487,293.87,0.0095148,2.6811e-11,3.1101e-11
0.054124,1,5.6874,1.735e+06,42.542,41.573,291.51,0.0093224,3.0935e-11,3.4007e-11
0,0,9.9167,4.8178e+05,41.954,42.832,289.68,0.005245,3.5469e-11,3.0477e-11
0.0025773,0.66667,10.218,3.2931e+05,45.868,39.718,288.45,0.0084174,3.1994e-11,2.6547e-11
0,0,14.106,2.6754e+05,43.524,40.611,291.73,0.0081128,2.9342e-11,2.677e-11
0,0,16.773,1.3602e+05,40.425,43.097,293.15,0.0095709,3.8217e-11,3.1583e-11
0.082474,1,5.1487,4.7732e+06,41.3,40.777,296.95,0.0076777,2.6542e-11,2.9084e-11
0,0,24.376,8480.9,44.607,42.946,283.3,0.0042348,2.9366e-11,2.9161e-11
0.0012887,0.33333,10.493,5.8783e+05,41.909,41.664,292.78,0.0073272,3.2808e-11,2.637e-11
0,0,23.922,39100,40.964,41.37,295.88,0.012898,3.3683e-11,2.8475e-11
0,0,15.449,99925,44.866,41.76,285.89,0.0078659,3.4605e-11,2.3686e-11
0.029639,0.66667,6.3782,1.0314e+06,44.413,42.132,285.91,0.0032552,3.1719e-11,2.9449e-11
0,0,13.333,4.1736e+05,42.739,40.749,293.22,0.0066481,4.0931e-11,2.8344e-11
0,0,12.623,1.1347e+05,45.57,42.577,282.14,0.0054938,3.1108e-11,2.9037e-11
0,0,18.941,23906,45.365,43.671,280.06,0.0043923,3.5357e-11,2.5497e-11
0,0,23.231,9917.3,43.885,44.377,281.74,0.0039572,2.8026e-11,2.5592e-11
0.007732,0.66667,9.0299,6.6182e+05,41.668,43.495,289.06,0.0052195,4.5016e-11,3.1127e-11
0.051546,1,5.7024,7.2888e+05,43.291,43.792,284.51,0.0056768,3.2625e-11,3.0129e-11
0,0,17.632,1.1326e+05,41.863,41.527,293.09,0.0085244,3.0536e-11,3.1629e-11
0.052835,1,5.5125,6.657e+05,43.796,43.444,284.05,0.0055017,3.1705e-11,2.2022e-11
0,0,18.299,36982,44.094,43.084,284.08,0.0044405,3.2201e-11,2.3773e-11
0,0,13.438,1.9872e+05,43.772,41.361,289.13,0.0098435,3.0997e-11,2.8101e-11
0,0,18.881,34152,42.703,44.638,283.96,0.0065585,3.384e-11,3.1798e-11
0,0,16.78,97290,44.648,40.136,290.23,0.0078407,2.7686e-11,2.7275e-11
0,0,22.084,46088,42.16,41.25,293.15,0.010004,3.6552e-11,2.5301e-11
0,0,14.753,2.0461e+05,43.54,39.796,293.56,0.012577,3.229e-11,3.9746e-11
0,0,18.755,1.2042e+05,42.289,40.546,294.71,0.0064468,2.9514e-11,2.9062e-11
0,0,20.138,79793,40.62,42.88,293.2,0.0092321,3.0019e-11,3.5602e-11
0,0,14.292,66999,43.962,44.665,280.83,0.0046415,2.9878e-11,3.7011e-11
0,0,13.593,2.9738e+05,44.196,41.119,288.97,0.0092078,2.8127e-11,3.4385e-11
0,0,23.801,14812,43.03,44.301,284.08,0.0080836,2.8583e-11,2.3161e-11
0,0,18.095,1.2967e+05,43.493,43.523,285.33,0.0061078,3.6808e-11,2.7747e-11
0,0,12.641,2.916e+05,42.963,41.917,289.63,0.0064034,3.4092e-11,2.8858e-11
0.046392,1,5.759,2.0856e+06,43.33,39.757,294.34,0.010601,3.3978e-11,2.6684e-11
0,0,14.532,1.4174e+05,44.466,41.948,286.14,0.0084224,3.0271e-11,2.5406e-11
0,0,11.993,5.4934e+05,42.453,41.265,292.59,0.0071368,3.0385e-11,2.7145e-11
0,0,16.392,1.225e+05,43.072,41.352,290.67,0.0087337,3.1568e-11,3.4059e-11
0,0,15.492,2.4177e+05,41.101,42.505,292.87,0.0082359,3.3293e-11,3.3273e-11
0,0,15.869,1.5928e+05,41.52,41.974,292.96,0.0062661,3.2314e-11,3.117e-11
0,0,22.812,47812,40.691,41.984,295.04,0.0088539,3.0079e-11,3.2029e-11
0.025773,0.66667,6.6725,8.685e+05,41.701,43.293,289.43,0.0079192,3.4353e-11,3.1687e-11
0.0012887,0.33333,11.122,3.986e+05,42.716,42.104,289.76,0.0069813,3.3579e-11,3.0254e-11
0,0,17.514,1.2652e+05,42.03,43.172,289.21,0.0098359,2.9102e-11,2.8403e-11
0,0,14.465,1.2179e+05,42.397,44.242,285.51,0.0044271,3.7102e-11,2.373e-11
0,0,18.95,86680,41.886,40.862,294.73,0.0070321,4.2245e-11,3.4683e-11
0,0,19.595,38030,42.727,42.943,287.54,0.0053776,2.9563e-11,2.9639e-11
0.029639,0.66667,6.9798,8.1077e+05,43.993,41.934,287.37,0.0052797,3.6506e-11,2.7577e-11
0.0012887,0.33333,9.6727,4.0069e+05,43.385,42.027,288.42,0.0080263,3.81e-11,2.8496e-11
0,0,10.469,8.1962e+05,41.526,40.133,297.38,0.012285,2.8192e-11,3.1811e-11
0.007732,0.66667,9.4873,1.9957e+05,46.15,42.984,279.95,0.0044585,2.5194e-11,2.7015e-11
0.0025773,0.66667,8.8968,9.9296e+05,42.627,41.819,290.88,0.0079295,3.3124e-11,2.842e-11
0,0,17.721,1.7775e+05,42.395,39.74,296.48,0.010341,2.5488e-11,2.6993e-11
0.021907,0.66667,7.2451,6.0637e+05,43.446,42.958,285.82,0.0029371,3.4862e-11,3.1817e-11
0,0,23.398,13760,43.124,43.661,285.03,0.0049399,3.8405e-11,3.7633e-11
0,0,18.144,77537,42.63,41.439,291.62,0.0057014,2.9807e-11,2.6295e-11
0,0,18.84,58402,44.783,39.73,290.77,0.0073076,2.7617e-11,3.2238e-11
0,0,24.382,37174,41.124,41.702,294.74,0.0081125,3.4743e-11,2.8185e-11
0,0,13.465,6.3941e+05,39.959,39.987,301.76,0.013253,2.8973e-11,3.4017e-11
0,0,18.172,46671,44.936,43.198,282.23,0.0022066,3.0304e-11,3.0132e-11
0.003866,0.66667,10.033,5.1861e+05,43.308,41.462,290.06,0.007023,3.5094e-11,2.8142e-11
0,0,16.266,2.9018e+05,41.292,41.185,295.83,0.011094,2.7374e-11,2.9888e-11
0.036082,0.66667,6.2711,2.331e+06,40.569,40.634,298.51,0.010883,3.3248e-11,3.5265e-11
0,0,15.132,1.6207e+05,43.488,41.694,289.2,0.0084599,2.9866e-11,3.0765e-11
0,0,21.161,43039,42.973,40.684,292.39,0.0028318,2.6008e-11,2.8881e-11
0,0,12.65,3.4258e+05,43.452,42.128,288.48,0.011958,3.2947e-11,3.0622e-11
0.052835,0.66667,5.9083,9.2934e+05,43.678,42.112,287.41,0.0054935,4.0611e-11,3.4552e-11
0,0,18.425,77774,44.829,40.676,288.68,0.0099827,3.9509e-11,2.679e-11
0,0,12.189,3.7142e+05,40.78,42.615,293.27,0.011443,2.6508e-11,2.9189e-11
0,0,22.991,26279,40.778,43.409,291.25,0.0078064,2.7795e-11,3.1845e-11
0,0,10.143,7.6503e+05,41.648,40.843,295.61,0.010847,2.9133e-11,2.7791e-11
0,0,17.925,61601,41.355,44.229,288,0.0082582,3.2519e-11,2.6912e-11
0,0,19.006,26931,44.156,43.675,282.9,0.0051013,3.2611e-11,2.6053e-11
0,0,12.896,83897,46.268,42.899,279.91,0.0037946,2.6756e-11,2.7674e-11
0,0,14.039,2.7659e+05,43.668,40.213,292.38,0.0082508,2.8653e-11,3.0823e-11
0,0,14.344,2.5159e+05,41.975,41.513,293.13,0.0089463,2.8183e-11,3.2629e-11
0,0,21.022,44731,42.188,41.67,292.2,0.011621,3.6859e-11,2.534e-11
0,0,11.129,2.2414e+05,42.983,43.844,285.47,0.0085907,3.512e-11,3.6696e-11
0,0,10.839,5.8554e+05,40.758,42.037,294.98,0.014596,3.0657e-11,2.7524e-11
0,0,21.615,16850,45.321,42.461,283.15,0.0070358,3.1222e-11,2.7845e-11
0,0,13.366,1.3161e+05,43.139,45.378,281.49,0.003706,3.2584e-11,2.9388e-11
0,0,16.542,1.963e+05,42.055,41.953,292.08,0.011174,3.2935e-11,2.8941e-11
0,0,15.449,1.7864e+05,41.581,43.707,289.14,0.0096851,3.1721e-11,2.8939e-11
0,0,14.33,3.4271e+05,41.422,41.331,294.77,0.0057735,3.5799e-11,2.7251e-11
0,0,23.467,27648,41.545,41.573,293.61,0.0076486,3.3473e-11,3.3716e-11
0.052835,0.66667,5.5658,1.1495e+06,44.576,40.723,288.79,0.0071964,3.4074e-11,2.877e-11
0,0,22.616,26914,40.694,43.742,290.81,0.0093628,2.6879e-11,3.0608e-11
0.0012887,0.33333,9.4643,4.862e+05,40.962,44.831,287.88,0.0085637,3.7148e-11,2.6609e-11
0,0,24.586,14720,42.163,44.247,286.26,0.0072753,3.2739e-11,3.0177e-11
0,0,15.368,1.3063e+05,44.181,40.296,290.65,0.0088044,3.2658e-11,2.7336e-11
0,0,11.503,6.5202e+05,42.514,39.106,297.56,0.0047574,3.919e-11,2.8224e-11
0.0051546,0.66667,9.5393,5.7047e+05,43.918,40.14,291.89,0.0094934,3.1228e-11,2.7636e-11
0,0,18.394,56675,45.44,39.944,288.78,0.0075381,4.3958e-11,2.5911e-11
0,0,15.927,3.0118e+05,40.436,40.316,299.55,0.0086442,3.0109e-11,3.5544e-11
0.0064433,0.66667,7.7989,6.3233e+05,41.002,44.424,288.49,0.0088987,3.2064e-11,2.7948e-11
0,0,22.087,30126,41.247,42.874,291.49,0.011653,3.1881e-11,3.8487e-11
0.018041,0.66667,7.6267,8.8938e+05,43.734,42.914,285.78,0.006412,3.361e-11,2.5735e-11
0,0,18.242,78249,43.159,40.691,291.99,0.0073031,3.0327e-11,2.9581e-11
0.027062,1,6.8399,6.919e+05,41.895,44.782,285.77,0.0077454,2.8748e-11,3.3251e-11
0,0,15.332,1.3551e+05,42.371,42.906,288.86,0.008911,3.1929e-11,2.4794e-11
0,0,19.919,58223,43.358,40.999,290.89,0.0076071,3.2513e-11,3.464e-11
