meanBER_nc,meanPER_nc,SNRpercomm_nc,meanAWGN_POWER_nc,meanUP_LOSS_nc,meanDOWN_LOSS_nc,meanTEMPERATURE_nc,meanWV_DENSITY_nc,meanUP_THERMAL_POWER_nc,meanDW_THERMAL_POWER_nc
0.0051546,0.66667,8.3974,1.6227e+06,41.301,40.199,297.86,0.014471,2.8134e-11,3.3552e-11
0,0,10.412,9.1805e+05,41.629,39.531,298.59,0.011311,3.3314e-11,3.2917e-11
0,0,15.93,1.7926e+05,41.519,41.711,293.48,0.0080389,3.5172e-11,2.7387e-11
0,0,11.092,3.9232e+05,43.311,40.795,291.33,0.0046703,3.0437e-11,2.6214e-11
0,0,19.233,16386,46.635,43.739,277.22,0.0027453,2.9121e-11,3.6143e-11
0,0,11.18,2.3979e+05,44.403,41.64,287.03,0.0090021,2.7772e-11,2.3107e-11
0.01933,0.66667,6.8521,5.7639e+05,41.372,45.402,285.36,0.0071416,2.849e-11,2.6927e-11
0.042526,1,5.9576,1.1595e+06,45.067,40.199,289.07,0.0069293,2.9851e-11,2.7881e-11
0,0,24.639,20891,41.116,42.086,293.51,0.0039846,2.8819e-11,3.4974e-11
0,0,12.263,5.0879e+05,42.49,40.103,295.31,0.012648,3.5672e-11,2.6993e-11
0,0,19.976,76829,42.874,41.292,291.47,0.0096124,3.4385e-11,3.3573e-11
0,0,19.726,55148,42.41,41.888,290.88,0.0044865,3.7773e-11,2.9076e-11
0,0,22.779,35721,41.356,41.549,294.32,0.0082375,3.6764e-11,3.3018e-11
0,0,23.332,43224,42.584,39.949,295.42,0.0087675,3.7592e-11,3.1241e-11
0,0,15.834,1.2017e+05,43.388,41.343,289.92,0.0059395,2.9091e-11,2.8667e-11
0,0,18.96,75771,42.113,43.33,288.58,0.0051635,2.7208e-11,2.5906e-11
0.01933,0.66667,7.2699,9.789e+05,43.815,40.367,291.31,0.0073579,3.5928e-11,3.6408e-11
0,0,14.314,3.6515e+05,41.963,39.378,298.41,0.0077463,2.7834e-11,3.4218e-11
0,0,18.386,1.0318e+05,39.719,43.427,294,0.011394,3.9062e-11,3.0769e-11
0.028351,1,6.5741,6.343e+05,45.078,42.146,284.27,0.004422,3.0175e-11,2.6861e-11
0.003866,0.66667,8.8374,2.1927e+05,45.252,43.524,280.49,0.0047347,3.7987e-11,3.0523e-11
0,0,24.555,8943.7,43.694,43.523,284.38,0.0061669,3.2916e-11,2.6675e-11
0,0,11.136,1.8449e+05,44.228,43.853,282.13,0.004822,3.4448e-11,3.5162e-11
0,0,14.424,1.16e+05,42.485,43.465,287.27,0.0051854,2.9291e-11,2.8938e-11
0,0,11.061,4.7593e+05,42.815,41.406,291.24,0.0080209,3.4345e-11,2.7577e-11
0,0,24.072,17815,43.666,42.834,286.02,0.0052922,2.9407e-11,2.5922e-11
0,0,18.04,23321,45.657,43.968,278.69,0.0041108,3.2573e-11,2.4637e-11
0,0,21.858,11928,44.657,44.41,280.21,0.0064117,4.5319e-11,2.6041e-11
0,0,24.317,13841,43.616,41.664,288.79,0.0081717,2.7696e-11,3.1284e-11
0,0,16.614,1.2631e+05,43.13,41.225,291.15,0.0086271,3.0473e-11,2.5835e-11
0,0,19.609,1.3795e+05,39.873,40.661,300.2,0.0153,3.9503e-11,2.8791e-11
0,0,21.3,28293,44.704,41.956,285.66,0.0089474,2.9517e-11,3.1449e-11
0,0,20.414,64225,42.391,40.654,294.16,0.007494,3.3472e-11,2.9052e-11
0.033505,1,6.2338,1.2479e+06,44.423,39.612,292.03,0.010148,2.8569e-11,3.1588e-11
0.059278,1,5.8782,1.9998e+06,40.135,42.61,294.75,0.0057405,3.3195e-11,4.0698e-11
0,0,16.004,66983,43.404,44.076,283.45,0.0048714,2.6169e-11,3.0904e-11
0,0,13.21,1.2665e+05,45.229,42.299,283.54,0.005156,3.1114e-11,2.6949e-11
0.011598,0.66667,8.0578,6.6527e+05,44.06,41.537,288.24,0.0078471,2.9029e-11,2.4524e-11
0,0,12.863,1.9001e+05,45.344,41.02,286.58,0.0049029,2.9636e-11,2.5008e-11
0,0,24.846,28211,42.113,39.84,296.48,0.0043765,2.8539e-11,2.8848e-11
0,0,21.891,22297,44.281,41.497,287.47,0.0051627,3.0537e-11,2.8724e-11
0,0,12.033,4.0675e+05,42.281,40.782,293.78,0.0057638,3.5917e-11,2.807e-11
0.033505,0.66667,6.2117,2.2075e+06,40.499,42.259,294.72,0.0075387,3.1088e-11,3.1688e-11
0,0,16.597,39202,45.044,44.17,279.56,0.0032416,3.301e-11,3.1855e-11
0.063144,1,5.2721,1.9379e+06,41.41,41.571,294.27,0.010107,2.8837e-11,3.3199e-11
0,0,16.235,1.1899e+05,43.548,41.549,289.02,0.0039393,3.3447e-11,3.4299e-11
0.016753,1,7.7207,1.6565e+06,39.699,42.573,296.21,0.014769,2.9066e-11,3.686e-11
0,0,11.923,5.0093e+05,41.365,41.331,295.13,0.0091916,2.6839e-11,3.3277e-11
0.023196,0.66667,6.9587,8.9985e+05,42.288,42.363,290.21,0.0088377,2.9056e-11,2.869e-11
0,0,15.891,2.5887e+05,42.359,40.944,293.71,0.010244,3.1375e-11,2.5763e-11
0,0,19.794,36373,45.45,40.33,287.73,0.005751,3.2352e-11,3.4385e-11
0,0,24.759,26298,41.542,42.455,291.92,0.0079311,3.3201e-11,2.6083e-11
0.0051546,0.66667,9.502,4.2069e+05,42.686,43.956,285.58,0.0058015,3.3917e-11,3.3666e-11
0,0,17.81,1.4071e+05,41.59,40.15,297.06,0.010717,3.3791e-11,3.1747e-11
0,0,13.39,2.0629e+05,42.815,41.829,290.29,0.0086591,3.2704e-11,3.7835e-11
0,0,16.643,1.6218e+05,41.768,40.628,295.36,0.0060569,3.8679e-11,3.3539e-11
0,0,22.976,15771,44.368,41.876,286.28,0.005088,2.8947e-11,2.7512e-11
0,0,20.866,35212,42.721,43.631,286.63,0.0035779,3.9457e-11,2.6224e-11
0,0,10.879,3.9484e+05,43.035,41.362,291.05,0.0099571,3.5219e-11,3.3424e-11
0,0,21.004,37038,40.973,43.322,290.91,0.0077024,3.0814e-11,2.9644e-11
0,0,23.37,7214,45.955,43.135,279.89,0.0049966,3.834e-11,2.8888e-11
0,0,9.3197,6.3098e+05,41.439,43.047,290.8,0.0059489,2.8115e-11,3.1627e-11
0,0,17.45,1.48e+05,40.496,41.538,296.48,0.012963,3.5039e-11,2.5802e-11
0,0,10.003,1.2653e+05,46.003,44.126,277.58,0.0046075,3.4344e-11,3.1527e-11
0,0,22.614,19311,43.484,43.652,284.44,0.0051177,2.6383e-11,3.2629e-11
0,0,21.08,33239,43.152,41.628,289.7,0.0059861,2.7523e-11,3.7106e-11
0,0,15.513,2.5679e+05,41.074,40.656,297.1,0.011423,3.5562e-11,2.7916e-11
0,0,23.063,22488,41.112,44.281,288.54,0.0059282,3.2133e-11,3.2145e-11
0,0,14.901,2.6462e+05,43.481,38.506,296.99,0.014537,3.4804e-11,3.5699e-11
0,0,18.467,73777,43.067,41.365,290.56,0.0051942,3.742e-11,3.237e-11
0,0,13.581,4.5225e+05,42.544,39.059,297.98,0.013778,3.2337e-11,3.6946e-11
0,0,15.913,39973,44.356,44.924,279.45,0.0048247,3.5762e-11,3.5867e-11
0.029639,0.66667,6.2668,6.8459e+05,43.258,43.301,285.74,0.0051191,2.9666e-11,2.8732e-11
0,0,18.992,46722,42.221,44.072,286.44,0.0098734,3.3904e-11,3.3791e-11
0,0,16.702,1.2669e+05,42.728,40.615,293.11,0.0079008,2.9092e-11,3.0821e-11
0.029639,0.66667,6.532,1.2696e+06,43.363,41.224,290.48,0.0072347,3.3104e-11,2.7813e-11
0,0,18.256,65846,43.03,42.482,288.36,0.0052013,3.0328e-11,2.883e-11
0,0,19.285,41890,42.984,43.478,285.86,0.0072615,3.9762e-11,2.9958e-11
0,0,22.33,32782,40.541,43.304,291.97,0.0057472,3.1497e-11,3.1115e-11
0,0,20.593,80504,42.257,40.751,294.19,0.009671,3.1849e-11,3.025e-11
0.0051546,0.66667,9.7977,1.0513e+06,43.707,40.776,291.01,0.0041142,3.0424e-11,3.1206e-11
0,0,16.609,91178,42.548,43.454,287.14,0.0039978,3.1842e-11,3.0708e-11
0.007732,0.66667,8.041,1.3351e+06,41.608,41.43,294.12,0.014002,2.9334e-11,3.3963e-11
0.011598,0.66667,7.55,6.3387e+05,44.457,42.193,285.53,0.0050239,2.6978e-11,3.2431e-11
0,0,20.231,19254,43.002,45.159,281.98,0.0056079,4.1803e-11,2.7738e-11
0.0064433,1,9.6305,3.9146e+05,44.135,41.433,288.19,0.0071257,2.9104e-11,2.2897e-11
0,0,22.745,38949,43.23,40.574,292.32,0.0058129,3.5715e-11,3.1093e-11
0.0090206,0.66667,9.168,6.7071e+05,42.418,41.634,291.82,0.010024,2.8945e-11,2.8906e-11
0.0012887,0.33333,9.8564,9.0599e+05,42.239,41.43,292.85,0.012335,3.0421e-11,3.0807e-11
0,0,23.313,28519,41.923,41.972,292.43,0.010769,2.9582e-11,2.918e-11
0,0,22.987,20145,43.375,42.295,287.67,0.0052254,3.1841e-11,2.9238e-11
0,0,21.816,45324,42.159,42.52,290.21,0.0035251,3.2752e-11,2.9178e-11
0,0,16.163,62321,43.926,43.104,284.38,0.0049108,3.4371e-11,3.021e-11
0,0,10.745,5.6544e+05,41.851,42.295,291.47,0.0087798,2.4402e-11,2.9894e-11
0,0,15.596,2.1257e+05,40.614,41.703,295.79,0.011697,2.7313e-11,2.8726e-11
0.0012887,0.33333,10.367,5.4437e+05,42.817,42.463,288.86,0.0073984,4.3125e-11,2.6816e-11
0.087629,1,5.0202,1.3073e+06,42.149,43.679,287.36,0.0059311,4.1642e-11,2.2377e-11
0,0,18.016,84991,44.235,39.728,292.17,0.0098335,2.7398e-11,2.9952e-11
0,0,19.603,39726,43.276,42.426,287.86,0.0082497,3.4053e-11,3.2483e-11
0.012887,0.66667,8.0391,1.2331e+06,41.81,41.701,293.08,0.012706,3.0867e-11,3.0807e-11
0,0,15.34,1.0473e+05,44.69,41.57,286.57,0.0097235,3.7368e-11,3.087e-11
0,0,11.813,2.9394e+05,43.953,44.008,282.8,0.006051,2.742e-11,2.8087e-11
0.046392,1,6.3808,4.6128e+05,44.628,44.319,280.3,0.0050639,3.1956e-11,2.6632e-11
0.043814,1,5.7761,1.7679e+06,40.988,42.796,292.43,0.010381,2.667e-11,2.5106e-11
0,0,13.803,1.7949e+05,42.797,42.982,287.93,0.0099346,3.3908e-11,3.0053e-11
0.0012887,0.33333,9.5479,2.6868e+05,44.481,42.789,283.92,0.0061482,3.4215e-11,2.8045e-11
0.059278,0.66667,5.5466,3.1291e+06,41.524,39.265,299.47,0.010651,3.1741e-11,2.7273e-11
0,0,21.877,25708,42.64,43.94,285.78,0.0082454,3.4492e-11,2.627e-11
0,0,10.822,4.5295e+05,44.414,39.79,291.49,0.0078991,2.8422e-11,3.0954e-11
0,0,16.307,2.3541e+05,41.596,41.224,294.98,0.013992,3.2617e-11,3.4641e-11
0.016753,1,7.4844,9.967e+05,42.215,42.254,290.67,0.0036846,3.6336e-11,2.6646e-11
0.018041,0.66667,8.0132,5.5625e+05,43.999,41.575,287.92,0.0028825,4.3931e-11,3.2279e-11
0,0,15.521,70403,43.246,43.818,284.66,0.0065042,2.9356e-11,2.9994e-11
0,0,14.734,2.3533e+05,42.997,41.046,291.64,0.0070115,2.9652e-11,3.0133e-11
0.003866,0.66667,8.4169,6.2188e+05,42.181,42.913,289.19,0.0057712,2.6439e-11,2.6392e-11
0,0,12.413,1.4015e+05,44.469,42.79,284.02,0.0052158,2.729e-11,2.3433e-11
0.0012887,0.33333,10.609,1.0518e+06,40.63,39.832,300.36,0.016892,3.3756e-11,3.0609e-11
0,0,18.514,71853,41.56,43.53,289.31,0.010329,4.5027e-11,2.6841e-11
0,0,12.986,3.6966e+05,42.879,40.714,292.92,0.011537,3.5291e-11,3.0104e-11
0,0,15.893,80220,44.012,42.143,286.67,0.0062372,3.557e-11,3.2681e-11
0,0,14.799,2.923e+05,42.168,39.526,297.19,0.0068233,3.5546e-11,2.3244e-11
0,0,21.781,45713,42.229,40.595,294.48,0.0074133,3.4189e-11,2.9764e-11
0,0,12.635,2.3103e+05,44.554,41.59,287.05,0.0051128,3.451e-11,2.9008e-11
0,0,11.566,1.0833e+06,40.172,39.344,302.62,0.0077198,3.6667e-11,3.1068e-11
0,0,12.688,2.4803e+05,43.161,41.47,290.36,0.0060823,2.5632e-11,4.3464e-11
0.042526,0.66667,6.1647,1.4438e+06,41.873,41.627,292.94,0.0063178,3.2531e-11,2.8432e-11
0,0,16.794,1.2231e+05,41.435,42.45,291.98,0.0068917,3.2255e-11,2.8043e-11
0,0,21.443,38450,42.767,41.33,291.47,0.0061254,3.7457e-11,2.9012e-11
0,0,24.062,31421,41.178,41.442,295,0.011951,3.0863e-11,2.6372e-11
0.027062,0.66667,6.7818,1.6318e+06,43.191,39.691,294.69,0.010053,2.6052e-11,2.5747e-11
0.01933,0.66667,6.9407,1.3903e+06,42.512,40.637,293.72,0.011544,2.7818e-11,2.9513e-11
0.063144,1,5.0956,2.3828e+06,41.359,40.897,295.78,0.010063,4.3085e-11,2.7479e-11
0,0,21.316,29785,42.818,42.551,288.65,0.0078336,3.8567e-11,2.4798e-11
0,0,19.344,32156,43.764,43.13,285.19,0.0044941,3.8061e-11,2.8741e-11
0,0,22.514,24174,40.753,44.518,288.84,0.0079954,3.5474e-11,3.3302e-11
0,0,12.952,3.7196e+05,42.063,40.595,294.8,0.005427,2.9272e-11,2.7605e-11
0,0,15.744,53125,46.115,42.032,282.24,0.006797,3.5638e-11,2.6985e-11
0,0,16.37,52187,42.922,45.185,282.25,0.0059747,2.9034e-11,2.6862e-11
0.014175,0.66667,7.6289,9.1411e+05,42.066,41.964,291.45,0.0069114,3.3421e-11,2.8496e-11
0,0,14.038,80393,44.729,43.281,282.2,0.0027747,3.3129e-11,3.3741e-11
0.051546,0.66667,5.515,1.1091e+06,43.159,41.921,289.49,0.0071235,3.5905e-11,3.2588e-11
0,0,21.756,64215,41.901,42.902,290.24,0.0063265,3.5014e-11,3.0695e-11
0,0,21.248,39613,44.063,40.061,291.72,0.0069563,3.3254e-11,2.4894e-11
0,0,20.749,64671,44.044,40.835,290.25,0.0099356,2.8856e-11,2.9671e-11
0,0,19.898,68025,42.555,40.936,292.92,0.0082018,3.3193e-11,2.5755e-11
0,0,16.984,1.4729e+05,42.447,43.173,288.39,0.010263,3.1284e-11,3.7636e-11
0.056701,0.66667,5.7295,6.3274e+05,44.401,43.19,283.18,0.0037855,3.5012e-11,2.7238e-11
0.016753,0.66667,7.889,4.2596e+05,43.381,44.387,283.24,0.0050592,3.0784e-11,3.3063e-11
0,0,24.561,19897,41.558,42.344,291.97,0.011636,3.8942e-11,3.0447e-11
0.01933,1,7.4789,1.3971e+06,43.136,39.556,295.14,0.0069374,3.7234e-11,2.719e-11
0,0,12.019,4.6988e+05,41.803,40.701,295.15,0.0075943,3.6915e-11,2.8361e-11
0,0,22.212,43227,41.66,41.686,293.17,0.0078105,3.4278e-11,2.5737e-11
0,0,24.521,25362,41.702,42.515,291.47,0.0088431,3.2393e-11,2.3097e-11
0,0,15.916,2.271e+05,41.225,41.107,295.72,0.01126,2.9951e-11,2.9163e-11
0,0,11.776,5.1185e+05,41.754,40.812,295.03,0.0077113,2.9263e-11,3.3116e-11
0,0,21.922,29094,43.23,42.496,287.66,0.0068125,3.3992e-11,2.8939e-11
0.063144,1,5.0941,2.5457e+06,41.161,42.708,292.34,0.0090321,3.4452e-11,2.6894e-11
0.025773,0.66667,6.8294,2.0022e+06,41.353,42.761,291.78,0.0085567,3.4491e-11,2.9046e-11
0,0,17.745,1.1014e+05,41.053,42.14,293.9,0.0083934,3.8197e-11,2.9231e-11
0,0,15.299,1.5241e+05,43.429,40.516,292.13,0.006117,3.3505e-11,3.6011e-11
0,0,23.415,29107,41.142,42.919,291.64,0.0083804,2.9445e-11,2.6071e-11
0,0,21.449,21713,42.662,44.072,285.43,0.0073623,3.2036e-11,3.0402e-11
0,0,23.688,44311,40.563,41.026,297.74,0.014269,3.0084e-11,2.7032e-11
0,0,17.746,74931,43.214,43.231,286.1,0.0038614,3.0266e-11,3.074e-11
0,0,24.479,22855,41.96,41.371,293.13,0.0064536,3.3495e-11,2.8321e-11
0,0,21.856,65932,40.951,41.087,296.51,0.010625,3.0609e-11,2.5414e-11
0,0,14.014,1.6496e+05,43.64,41.474,289.38,0.011232,2.9197e-11,2.9521e-11
0.023196,0.66667,7.3819,1.3431e+06,42.543,42.106,290.4,0.0059003,2.7952e-11,2.7094e-11
0,0,17.515,59574,41.98,44.842,285.36,0.0045042,2.9127e-11,3.1929e-11
0,0,15.518,84874,46.043,42.572,281.43,0.005282,2.6996e-11,3.2018e-11
0,0,18.921,28453,44.359,43.319,282.97,0.002493,2.9543e-11,3.8346e-11
